timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753377593.714544,1,20,"[3, 9, 11, 18, 19, 1, 8, 16, 5, 14, 2, 12]",12,0.6,0.6,"{3: 1.0, 9: 1.0, 11: 1.0, 18: 1.0, 19: 1.0, 1: 1.0, 8: 1.0, 16: 1.0, 5: 1.0, 14: 1.0, 2: 1.0, 12: 1.0}",,,
1753377617.635055,2,20,"[11, 17, 7, 13, 5, 1, 4, 6, 15, 12, 16, 19]",12,0.6,0.6,"{11: 1.0, 17: 1.0, 7: 1.0, 13: 1.0, 5: 1.0, 1: 1.0, 4: 1.0, 6: 1.0, 15: 1.0, 12: 1.0, 16: 1.0, 19: 1.0}",,,
1753377643.265338,3,20,"[0, 5, 10, 2, 16, 8, 7, 18, 1, 6, 14, 3]",12,0.6,0.6,"{0: 1.0, 5: 1.0, 10: 1.0, 2: 1.0, 16: 1.0, 8: 1.0, 7: 1.0, 18: 1.0, 1: 1.0, 6: 1.0, 14: 1.0, 3: 1.0}",,,
1753377665.025906,4,20,"[15, 7, 19, 14, 17, 2, 16, 3, 8, 13, 1, 6]",12,0.6,0.6,"{15: 1.0, 7: 1.0, 19: 1.0, 14: 1.0, 17: 1.0, 2: 1.0, 16: 1.0, 3: 1.0, 8: 1.0, 13: 1.0, 1: 1.0, 6: 1.0}",,,
1753377670.3854232,5,20,"[12, 10, 9, 1, 0, 6, 16, 17, 2, 15, 14, 7]",12,0.6,0.6,"{12: 1.0, 10: 1.0, 9: 1.0, 1: 1.0, 0: 1.0, 6: 1.0, 16: 1.0, 17: 1.0, 2: 1.0, 15: 1.0, 14: 1.0, 7: 1.0}",,,
1753377675.843271,6,20,"[19, 2, 6, 4, 1, 0, 14, 3, 12, 18, 7, 16]",12,0.6,0.6,"{19: 1.0, 2: 1.0, 6: 1.0, 4: 1.0, 1: 1.0, 0: 1.0, 14: 1.0, 3: 1.0, 12: 1.0, 18: 1.0, 7: 1.0, 16: 1.0}",,,
1753377682.0867028,7,20,"[16, 14, 4, 13, 1, 17, 0, 6, 8, 12, 18, 7]",12,0.6,0.6,"{16: 1.0, 14: 1.0, 4: 1.0, 13: 1.0, 1: 1.0, 17: 1.0, 0: 1.0, 6: 1.0, 8: 1.0, 12: 1.0, 18: 1.0, 7: 1.0}",,,
1753377688.0000892,8,20,"[11, 7, 4, 18, 5, 8, 12, 0, 19, 13, 16, 9]",12,0.6,0.6,"{11: 1.0, 7: 1.0, 4: 1.0, 18: 1.0, 5: 1.0, 8: 1.0, 12: 1.0, 0: 1.0, 19: 1.0, 13: 1.0, 16: 1.0, 9: 1.0}",,,
1753377693.6205478,9,20,"[3, 12, 1, 9, 5, 6, 13, 4, 16, 17, 14, 7]",12,0.6,0.6,"{3: 1.0, 12: 1.0, 1: 1.0, 9: 1.0, 5: 1.0, 6: 1.0, 13: 1.0, 4: 1.0, 16: 1.0, 17: 1.0, 14: 1.0, 7: 1.0}",,,
1753377700.6366696,10,20,"[4, 2, 13, 5, 10, 8, 17, 3, 16, 6, 1, 0]",12,0.6,0.6,"{4: 1.0, 2: 1.0, 13: 1.0, 5: 1.0, 10: 1.0, 8: 1.0, 17: 1.0, 3: 1.0, 16: 1.0, 6: 1.0, 1: 1.0, 0: 1.0}",,,
