activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749396423.1658041,1
aggregation,,True,,,1,GossipAvg,1749396434.1434746,
aggregation,,False,,,1,GossipAvg,1749396434.1434836,
model_update,,,,3.018504994349044,1,,1749396434.7519746,
local_training,,,{},,2,,1749396435.08979,1
aggregation,,True,,,2,GossipAvg,1749396436.3937094,
aggregation,,False,,,2,GossipAvg,1749396436.3937168,
model_update,,,,3.3285556116043655,2,,1749396436.9658933,
local_training,,,{},,3,,1749396437.3073416,1
aggregation,,True,,,3,GossipAvg,1749396438.7675211,
aggregation,,False,,,3,GossipAvg,1749396438.7675278,
model_update,,,,3.326723461721587,3,,1749396439.3434558,
