node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,8,512,tier1_hospital,0.954,critical,10000
1,clinic_001,5000,tier_2,16,local,8,64,tier2_hospital,0.918,high,10000
2,research_center_002,10000,tier_3,128,HIPAA,8,512,research_center,0.994,critical,50000
3,mobile_unit_003,1000,tier_1,4,GDPR,1,64,mobile_unit,0.824,standard,2000
4,edge_device_004,100,tier_2,2,local,0,8,edge_device,0.839,standard,1000
5,hospital_005,10000,tier_1,128,PIPEDA,8,256,tier1_hospital,0.961,standard,20000
6,clinic_006,2000,tier_2,32,PIPEDA,2,256,tier2_hospital,0.934,critical,20000
7,research_center_007,10000,tier_3,128,GDPR,8,1024,research_center,0.988,high,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,1,16,mobile_unit,0.85,high,2000
9,edge_device_009,50,tier_2,8,HIPAA,1,32,edge_device,0.895,critical,2000
