edge,weight
0-1,457.79
0-2,4298.36
0-3,945.87
0-4,1019.23
0-5,438.51
0-6,4636.77
0-7,1918.23
0-8,2021.19
0-9,1873.42
1-2,4894.12
1-3,118.2
1-4,96.46
1-5,1137.2
1-6,597.64
1-7,1049.55
1-8,424.04
1-9,556.99
2-3,583.93
2-4,91.85
2-5,5031.68
2-6,439.92
2-7,4621.26
2-8,5203.1
2-9,2280.43
3-4,114.31
3-5,84.19
3-6,1971.09
3-7,4825.28
3-8,4351.25
3-9,84.92
4-5,443.52
4-6,1079.32
4-7,2305.98
4-8,990.12
4-9,116.5
5-6,4023.56
5-7,4568.48
5-8,986.26
5-9,950.02
6-7,82.34
6-8,565.68
6-9,5246.93
7-8,5083.07
7-9,2334.96
8-9,1199.25
