node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,16,512,tier1_hospital,0.963,critical,20000
1,clinic_001,1000,tier_2,16,HIPAA,8,256,tier2_hospital,0.939,standard,20000
2,research_center_002,5000,tier_3,64,local,32,256,research_center,1.0,critical,50000
3,mobile_unit_003,1000,tier_1,8,PIPEDA,2,16,mobile_unit,0.788,standard,2000
4,edge_device_004,500,tier_2,2,HIPAA,1,16,edge_device,0.788,high,500
5,hospital_005,2000,tier_1,128,GDPR,16,128,tier1_hospital,0.958,high,50000
6,clinic_006,2000,tier_2,64,GDPR,8,128,tier2_hospital,0.961,critical,5000
7,research_center_007,10000,tier_3,256,GDPR,16,256,research_center,0.988,critical,50000
8,mobile_unit_008,1000,tier_1,16,local,2,32,mobile_unit,0.796,standard,2000
9,edge_device_009,50,tier_2,2,HIPAA,0,16,edge_device,0.729,high,2000
