node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,SOC2,radiology,2020,public,mayo_clinic,tier1_hospital,3634
1,local,HIPAA_compliant,oncology,2005,private,johns_hopkins,tier2_hospital,466
2,local,HIPAA_compliant,cardiology,2007,mixed,stanford_med,research_center,149
3,local,ISO27001,neurology,1953,mixed,mass_general,mobile_unit,3105
4,regional,ISO27001,pathology,1952,public,ucla_health,edge_device,3813
5,international,FedRAMP,radiology,2007,research_grant,mayo_clinic,tier1_hospital,1714
6,international,HIPAA_compliant,oncology,2004,public,johns_hopkins,tier2_hospital,1993
7,international,ISO27001,cardiology,2013,public,stanford_med,research_center,4422
8,national,ISO27001,neurology,1981,public,mass_general,mobile_unit,1241
9,international,HIPAA_compliant,pathology,2000,public,ucla_health,edge_device,1685
