node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,4,256,tier1_hospital,0.966,standard,20000
1,clinic_001,5000,tier_2,64,HIPAA,8,64,tier2_hospital,0.912,high,20000
2,research_center_002,20000,tier_3,128,GDPR,16,1024,research_center,0.99,high,100000
3,mobile_unit_003,1000,tier_1,8,PIPEDA,2,16,mobile_unit,0.76,standard,5000
4,edge_device_004,100,tier_2,8,HIPAA,0,8,edge_device,0.892,critical,500
5,hospital_005,10000,tier_1,64,local,4,256,tier1_hospital,0.995,critical,20000
6,clinic_006,2000,tier_2,16,local,2,128,tier2_hospital,0.9,standard,5000
7,research_center_007,20000,tier_3,64,PIPEDA,32,1024,research_center,0.995,high,50000
8,mobile_unit_008,100,tier_1,8,HIPAA,1,32,mobile_unit,0.789,high,2000
9,edge_device_009,500,tier_2,2,PIPEDA,1,16,edge_device,0.727,standard,2000
10,hospital_010,2000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.987,high,10000
11,clinic_011,1000,tier_2,16,local,8,256,tier2_hospital,0.953,critical,20000
12,research_center_012,10000,tier_3,128,GDPR,8,256,research_center,0.997,critical,50000
13,mobile_unit_013,1000,tier_1,4,GDPR,1,32,mobile_unit,0.897,high,5000
14,edge_device_014,500,tier_2,2,PIPEDA,1,32,edge_device,0.855,high,1000
