edge,weight
0-1,5658.46
0-2,5556.59
0-3,105.1
0-4,100.48
0-5,494.24
0-6,5225.55
0-7,2217.14
0-8,2047.07
0-9,83.29
0-10,949.66
0-11,110.07
0-12,91.46
0-13,407.57
0-14,1871.25
1-2,2352.74
1-3,2396.27
1-4,87.69
1-5,1771.26
1-6,1076.25
1-7,2062.65
1-8,4072.18
1-9,112.98
1-10,103.5
1-11,1185.66
1-12,106.19
1-13,544.76
1-14,5874.73
2-3,4688.53
2-4,403.82
2-5,5107.0
2-6,117.73
2-7,1800.3
2-8,4926.51
2-9,584.94
2-10,974.0
2-11,97.89
2-12,1026.09
2-13,2306.46
2-14,4499.62
3-4,5092.19
3-5,923.68
3-6,848.86
3-7,2314.0
3-8,4167.59
3-9,923.73
3-10,116.13
3-11,1840.75
3-12,99.29
3-13,102.23
3-14,530.57
4-5,2134.82
4-6,1990.08
4-7,5182.45
4-8,118.06
4-9,1038.11
4-10,1091.59
4-11,4191.44
4-12,577.56
4-13,486.42
4-14,5918.6
5-6,119.26
5-7,1013.91
5-8,1197.61
5-9,905.94
5-10,2208.87
5-11,1604.6
5-12,1090.74
5-13,2388.07
5-14,589.56
6-7,114.08
6-8,2031.24
6-9,95.37
6-10,1131.35
6-11,447.05
6-12,118.25
6-13,951.7
6-14,5529.82
7-8,2295.76
7-9,2356.58
7-10,106.39
7-11,4086.74
7-12,89.09
7-13,599.12
7-14,1708.22
8-9,1676.49
8-10,469.41
8-11,83.74
8-12,113.27
8-13,898.29
8-14,2084.83
9-10,1875.65
9-11,966.42
9-12,5618.15
9-13,86.57
9-14,1753.37
10-11,2057.65
10-12,86.02
10-13,99.48
10-14,5967.87
11-12,82.34
11-13,98.87
11-14,105.32
12-13,4434.63
12-14,2259.9
13-14,484.18
