edge,weight
0-1,1878.85
0-2,481.59
0-3,109.42
0-4,4787.17
0-5,1844.16
0-6,948.01
0-7,4397.21
0-8,2055.58
0-9,115.02
1-2,1809.49
1-3,113.98
1-4,492.18
1-5,4548.67
1-6,1092.48
1-7,4245.36
1-8,2140.39
1-9,530.96
2-3,5078.88
2-4,2272.77
2-5,82.93
2-6,5038.54
2-7,4968.97
2-8,1837.77
2-9,4250.16
3-4,2392.12
3-5,94.88
3-6,5930.63
3-7,4058.16
3-8,5798.05
3-9,5107.45
4-5,1684.86
4-6,2359.27
4-7,565.31
4-8,526.31
4-9,991.49
5-6,1183.6
5-7,4965.75
5-8,5177.52
5-9,95.53
6-7,114.22
6-8,565.19
6-9,484.47
7-8,89.19
7-9,1782.14
8-9,404.06
