node_id,latitude,longitude
0,43.977277,-92.518548
1,39.314929,-76.61086
2,37.488199,-122.098659
3,42.404425,-71.032375
4,34.075959,-118.24304
5,51.51166,-0.080393
6,48.829425,2.320998
7,35.719798,139.657348
8,1.347799,103.802053
9,-33.842189,151.219467
10,44.037299,-92.473188
11,39.33108,-76.635165
12,37.424188,-122.154859
13,42.337065,-71.050526
14,34.017974,-118.223587
15,51.517287,-0.154554
16,48.823473,2.381732
17,35.656508,139.633511
18,1.314296,103.797226
19,-33.879817,151.171805
