node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,8,128,tier1_hospital,0.996,high,10000
1,clinic_001,5000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.921,standard,10000
2,research_center_002,5000,tier_3,256,GDPR,32,1024,research_center,0.992,high,20000
3,mobile_unit_003,500,tier_1,4,PIPEDA,1,64,mobile_unit,0.848,critical,2000
4,edge_device_004,100,tier_2,8,PIPEDA,1,16,edge_device,0.843,standard,500
5,hospital_005,5000,tier_1,32,GDPR,16,512,tier1_hospital,0.99,high,50000
6,clinic_006,2000,tier_2,16,PIPEDA,8,128,tier2_hospital,0.936,standard,10000
7,research_center_007,10000,tier_3,128,PIPEDA,16,512,research_center,0.999,standard,20000
8,mobile_unit_008,1000,tier_1,8,local,1,64,mobile_unit,0.873,high,2000
9,edge_device_009,500,tier_2,2,PIPEDA,1,32,edge_device,0.756,high,2000
10,hospital_010,5000,tier_1,128,HIPAA,8,128,tier1_hospital,0.987,standard,10000
11,clinic_011,5000,tier_2,16,HIPAA,2,256,tier2_hospital,0.948,standard,10000
12,research_center_012,5000,tier_3,64,GDPR,16,512,research_center,0.991,standard,50000
13,mobile_unit_013,100,tier_1,8,HIPAA,1,16,mobile_unit,0.822,standard,2000
14,edge_device_014,500,tier_2,4,GDPR,1,16,edge_device,0.809,critical,1000
15,hospital_015,10000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.986,high,50000
16,clinic_016,1000,tier_2,16,local,8,128,tier2_hospital,0.927,critical,10000
17,research_center_017,20000,tier_3,64,HIPAA,16,256,research_center,0.993,standard,20000
18,mobile_unit_018,1000,tier_1,8,PIPEDA,2,32,mobile_unit,0.776,critical,5000
19,edge_device_019,100,tier_2,2,PIPEDA,0,32,edge_device,0.813,standard,1000
