node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,HIPAA_compliant,Rochester,USA,radiology,1966,research_grant,mayo_clinic,tier1_hospital,north_america,2040,America/Chicago
1,local,HIPAA_compliant,Baltimore,USA,oncology,1978,public,johns_hopkins,tier2_hospital,europe,1122,America/New_York
2,international,SOC2,Palo Alto,USA,cardiology,1992,research_grant,stanford_med,research_center,asia_pacific,374,America/Los_Angeles
3,local,SOC2,Boston,USA,neurology,1958,private,mass_general,mobile_unit,south_america,4081,America/New_York
4,regional,ISO27001,Los Angeles,USA,pathology,1986,research_grant,ucla_health,edge_device,africa,2244,America/Los_Angeles
5,local,SOC2,London,UK,radiology,1995,mixed,mayo_clinic,tier1_hospital,north_america,1568,Europe/London
6,international,SOC2,Paris,France,oncology,2018,public,johns_hopkins,tier2_hospital,europe,764,Europe/Paris
7,local,SOC2,Tokyo,Japan,cardiology,2002,mixed,stanford_med,research_center,asia_pacific,533,Asia/Tokyo
8,local,HIPAA_compliant,Singapore,Singapore,neurology,1961,private,mass_general,mobile_unit,south_america,1142,Asia/Singapore
9,international,SOC2,Sydney,Australia,pathology,2017,mixed,ucla_health,edge_device,africa,3941,Australia/Sydney
