node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,4,256,tier1_hospital,0.993,standard,10000
1,clinic_001,5000,tier_2,32,HIPAA,2,256,tier2_hospital,0.943,high,10000
2,research_center_002,20000,tier_3,128,HIPAA,8,1024,research_center,0.997,critical,50000
3,mobile_unit_003,1000,tier_1,8,local,2,32,mobile_unit,0.871,standard,2000
4,edge_device_004,100,tier_2,8,PIPEDA,0,16,edge_device,0.746,high,500
5,hospital_005,5000,tier_1,128,HIPAA,8,256,tier1_hospital,0.962,standard,20000
6,clinic_006,1000,tier_2,32,local,8,128,tier2_hospital,0.935,critical,20000
7,research_center_007,20000,tier_3,256,HIPAA,32,512,research_center,0.982,standard,100000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,2,32,mobile_unit,0.78,high,2000
9,edge_device_009,100,tier_2,4,local,1,8,edge_device,0.843,high,2000
