node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,4,512,tier1_hospital,0.964,high,10000
1,clinic_001,5000,tier_2,16,HIPAA,4,64,tier2_hospital,0.919,high,20000
2,research_center_002,20000,tier_3,64,HIPAA,8,256,research_center,0.989,critical,100000
3,mobile_unit_003,500,tier_1,16,local,2,32,mobile_unit,0.892,critical,2000
4,edge_device_004,100,tier_2,4,GDPR,0,8,edge_device,0.839,high,500
5,hospital_005,5000,tier_1,32,HIPAA,4,256,tier1_hospital,0.972,critical,50000
6,clinic_006,1000,tier_2,64,HIPAA,4,128,tier2_hospital,0.942,standard,20000
7,research_center_007,20000,tier_3,128,local,16,256,research_center,0.984,standard,50000
8,mobile_unit_008,500,tier_1,16,HIPAA,2,16,mobile_unit,0.81,critical,2000
9,edge_device_009,50,tier_2,8,HIPAA,0,32,edge_device,0.725,standard,1000
10,hospital_010,10000,tier_1,64,GDPR,8,256,tier1_hospital,0.984,standard,20000
11,clinic_011,5000,tier_2,64,local,4,64,tier2_hospital,0.917,high,20000
12,research_center_012,20000,tier_3,64,GDPR,32,1024,research_center,0.998,critical,50000
13,mobile_unit_013,1000,tier_1,16,local,1,16,mobile_unit,0.762,critical,5000
14,edge_device_014,500,tier_2,2,GDPR,0,8,edge_device,0.81,critical,1000
15,hospital_015,2000,tier_1,32,HIPAA,16,128,tier1_hospital,0.977,critical,20000
16,clinic_016,2000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.917,critical,20000
17,research_center_017,10000,tier_3,64,GDPR,8,1024,research_center,0.981,critical,100000
18,mobile_unit_018,1000,tier_1,8,HIPAA,1,32,mobile_unit,0.776,standard,1000
19,edge_device_019,100,tier_2,4,PIPEDA,0,16,edge_device,0.867,standard,2000
