edge,weight
0-1,593.19
0-2,554.89
0-3,2382.08
0-4,5223.1
0-5,495.43
0-6,112.59
0-7,2350.17
0-8,5497.83
0-9,5211.34
1-2,1660.22
1-3,1030.32
1-4,444.83
1-5,884.77
1-6,5177.02
1-7,106.71
1-8,1692.21
1-9,94.81
2-3,1021.05
2-4,5152.3
2-5,82.06
2-6,5596.84
2-7,4518.65
2-8,2078.02
2-9,2191.26
3-4,509.36
3-5,445.42
3-6,5221.81
3-7,86.9
3-8,4325.03
3-9,1019.21
4-5,563.04
4-6,113.27
4-7,582.58
4-8,1110.92
4-9,90.45
5-6,1020.15
5-7,110.68
5-8,473.25
5-9,1821.15
6-7,1103.26
6-8,909.49
6-9,2239.93
7-8,480.97
7-9,1811.44
8-9,1832.67
