node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,ISO27001,radiology,2007,mixed,mayo_clinic,tier1_hospital,4528
1,local,FedRAMP,oncology,1998,private,johns_hopkins,tier2_hospital,4945
2,national,SOC2,cardiology,1986,mixed,stanford_med,research_center,1356
3,regional,HIPAA_compliant,neurology,1951,research_grant,mass_general,mobile_unit,4118
4,international,HIPAA_compliant,pathology,1975,public,ucla_health,edge_device,2413
5,international,ISO27001,radiology,2001,public,mayo_clinic,tier1_hospital,3542
6,local,HIPAA_compliant,oncology,2007,private,johns_hopkins,tier2_hospital,2602
7,regional,ISO27001,cardiology,2012,private,stanford_med,research_center,4630
8,international,ISO27001,neurology,1988,research_grant,mass_general,mobile_unit,1745
9,local,FedRAMP,pathology,2004,research_grant,ucla_health,edge_device,1804
