node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,GDPR,4,512,tier1_hospital,0.966,critical,50000
1,clinic_001,2000,tier_2,16,GDPR,2,128,tier2_hospital,0.979,high,10000
2,research_center_002,20000,tier_3,256,local,32,1024,research_center,0.992,standard,100000
3,mobile_unit_003,500,tier_1,4,PIPEDA,2,16,mobile_unit,0.851,critical,5000
4,edge_device_004,50,tier_2,2,PIPEDA,1,16,edge_device,0.826,standard,1000
5,hospital_005,10000,tier_1,32,PIPEDA,16,128,tier1_hospital,0.987,critical,20000
6,clinic_006,1000,tier_2,64,GDPR,2,64,tier2_hospital,0.954,standard,10000
7,research_center_007,20000,tier_3,128,local,16,256,research_center,0.98,high,20000
8,mobile_unit_008,500,tier_1,16,local,1,16,mobile_unit,0.879,standard,1000
9,edge_device_009,50,tier_2,4,GDPR,0,32,edge_device,0.895,critical,1000
10,hospital_010,5000,tier_1,32,HIPAA,16,128,tier1_hospital,0.959,critical,50000
11,clinic_011,1000,tier_2,32,HIPAA,2,64,tier2_hospital,0.923,critical,20000
12,research_center_012,20000,tier_3,256,HIPAA,32,512,research_center,0.989,high,20000
13,mobile_unit_013,1000,tier_1,4,GDPR,2,16,mobile_unit,0.801,high,2000
14,edge_device_014,500,tier_2,4,local,1,32,edge_device,0.727,high,500
