node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.987,critical,10000
1,clinic_001,5000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.913,standard,5000
2,research_center_002,10000,tier_3,256,GDPR,16,512,research_center,0.995,critical,20000
3,mobile_unit_003,500,tier_1,8,HIPAA,1,32,mobile_unit,0.76,high,1000
4,edge_device_004,100,tier_2,4,HIPAA,0,8,edge_device,0.885,high,1000
5,hospital_005,10000,tier_1,64,GDPR,8,256,tier1_hospital,0.959,standard,20000
6,clinic_006,1000,tier_2,32,GDPR,8,256,tier2_hospital,0.958,high,5000
7,research_center_007,10000,tier_3,256,PIPEDA,32,1024,research_center,0.981,critical,20000
8,mobile_unit_008,1000,tier_1,4,local,2,64,mobile_unit,0.871,high,5000
9,edge_device_009,100,tier_2,8,local,0,32,edge_device,0.863,standard,2000
10,hospital_010,10000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.996,standard,50000
11,clinic_011,2000,tier_2,64,GDPR,4,256,tier2_hospital,0.926,high,20000
12,research_center_012,5000,tier_3,256,PIPEDA,16,256,research_center,0.996,standard,20000
13,mobile_unit_013,100,tier_1,8,GDPR,1,32,mobile_unit,0.831,critical,2000
14,edge_device_014,50,tier_2,8,HIPAA,1,32,edge_device,0.793,standard,2000
