edge,weight
0-1,423.34
0-2,459.78
0-3,4287.32
0-4,97.86
0-5,1849.44
0-6,1733.46
0-7,408.63
0-8,514.02
0-9,4452.86
0-10,1171.48
0-11,2258.01
0-12,4355.04
0-13,5911.52
0-14,4207.41
1-2,519.2
1-3,100.34
1-4,581.2
1-5,107.43
1-6,1844.47
1-7,4231.51
1-8,83.28
1-9,571.8
1-10,400.68
1-11,1012.51
1-12,114.96
1-13,472.28
1-14,4653.23
2-3,867.16
2-4,400.04
2-5,1729.91
2-6,86.95
2-7,5215.31
2-8,113.57
2-9,918.24
2-10,474.0
2-11,506.08
2-12,1136.63
2-13,511.21
2-14,521.52
3-4,430.51
3-5,523.23
3-6,903.93
3-7,2093.93
3-8,5779.45
3-9,980.44
3-10,471.66
3-11,440.49
3-12,1059.31
3-13,1183.5
3-14,97.15
4-5,87.62
4-6,990.59
4-7,895.49
4-8,4775.45
4-9,99.39
4-10,519.36
4-11,4492.03
4-12,4517.32
4-13,4768.11
4-14,91.3
5-6,596.11
5-7,4213.89
5-8,1929.27
5-9,91.63
5-10,549.34
5-11,2385.5
5-12,2340.77
5-13,109.91
5-14,100.83
6-7,2155.4
6-8,5329.24
6-9,5202.14
6-10,118.98
6-11,5734.41
6-12,2117.51
6-13,561.21
6-14,1621.93
7-8,2058.33
7-9,2170.54
7-10,5425.43
7-11,597.28
7-12,2096.87
7-13,113.82
7-14,407.29
8-9,1980.13
8-10,2075.97
8-11,1119.09
8-12,111.68
8-13,110.29
8-14,941.91
9-10,4827.25
9-11,417.11
9-12,2135.09
9-13,5446.55
9-14,814.14
10-11,4383.92
10-12,850.3
10-13,958.23
10-14,406.84
11-12,1033.8
11-13,440.37
11-14,1144.71
12-13,916.55
12-14,5482.17
13-14,822.11
