edge,weight
0-1,1041.16
0-2,4333.77
0-3,2241.68
0-4,1836.46
0-5,934.24
0-6,4580.65
0-7,1059.39
0-8,5676.74
0-9,587.47
1-2,935.91
1-3,1102.43
1-4,533.07
1-5,1625.64
1-6,494.4
1-7,92.89
1-8,983.45
1-9,2152.86
2-3,111.98
2-4,457.6
2-5,93.85
2-6,1102.74
2-7,1072.71
2-8,428.03
2-9,5129.98
3-4,1024.68
3-5,100.27
3-6,5599.74
3-7,104.9
3-8,4608.75
3-9,856.66
4-5,401.53
4-6,97.51
4-7,506.6
4-8,401.04
4-9,563.94
5-6,2088.08
5-7,2062.82
5-8,117.38
5-9,5867.04
6-7,1965.54
6-8,439.56
6-9,4341.72
7-8,564.06
7-9,531.51
8-9,419.35
