timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753353878.8151062,1,20,"[3, 12, 7, 4, 1, 19, 10, 16, 13, 8, 15, 5, 6, 18, 11, 2]",16,0.8,0.8,"{3: 1.0, 12: 1.0, 7: 1.0, 4: 1.0, 1: 1.0, 19: 1.0, 10: 1.0, 16: 1.0, 13: 1.0, 8: 1.0, 15: 1.0, 5: 1.0, 6: 1.0, 18: 1.0, 11: 1.0, 2: 1.0}",,,
1753353898.2853947,2,20,"[17, 7, 14, 16, 11, 5, 3, 1, 19, 15, 4, 9, 13, 18, 2, 12]",16,0.8,0.8,"{17: 1.0, 7: 1.0, 14: 1.0, 16: 1.0, 11: 1.0, 5: 1.0, 3: 1.0, 1: 1.0, 19: 1.0, 15: 1.0, 4: 1.0, 9: 1.0, 13: 1.0, 18: 1.0, 2: 1.0, 12: 1.0}",,,
1753353911.8446867,3,20,"[12, 2, 14, 1, 3, 7, 13, 6, 5, 10, 8, 16, 4, 17, 9, 0]",16,0.8,0.8,"{12: 1.0, 2: 1.0, 14: 1.0, 1: 1.0, 3: 1.0, 7: 1.0, 13: 1.0, 6: 1.0, 5: 1.0, 10: 1.0, 8: 1.0, 16: 1.0, 4: 1.0, 17: 1.0, 9: 1.0, 0: 1.0}",,,
1753353926.6463363,4,20,"[15, 12, 5, 19, 7, 3, 16, 2, 11, 17, 0, 13, 8, 18, 6, 1]",16,0.8,0.8,"{15: 1.0, 12: 1.0, 5: 1.0, 19: 1.0, 7: 1.0, 3: 1.0, 16: 1.0, 2: 1.0, 11: 1.0, 17: 1.0, 0: 1.0, 13: 1.0, 8: 1.0, 18: 1.0, 6: 1.0, 1: 1.0}",,,
1753353931.492954,5,20,"[0, 7, 18, 19, 17, 6, 1, 2, 3, 11, 15, 5, 8, 16, 13, 9]",16,0.8,0.8,"{0: 1.0, 7: 1.0, 18: 1.0, 19: 1.0, 17: 1.0, 6: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 11: 1.0, 15: 1.0, 5: 1.0, 8: 1.0, 16: 1.0, 13: 1.0, 9: 1.0}",,,
1753353936.2665093,6,20,"[15, 3, 11, 18, 14, 7, 16, 9, 19, 2, 0, 13, 12, 5, 8, 10]",16,0.8,0.8,"{15: 1.0, 3: 1.0, 11: 1.0, 18: 1.0, 14: 1.0, 7: 1.0, 16: 1.0, 9: 1.0, 19: 1.0, 2: 1.0, 0: 1.0, 13: 1.0, 12: 1.0, 5: 1.0, 8: 1.0, 10: 1.0}",,,
1753353940.936533,7,20,"[7, 2, 10, 0, 6, 19, 16, 15, 18, 12, 11, 3, 14, 13, 5, 17]",16,0.8,0.8,"{7: 1.0, 2: 1.0, 10: 1.0, 0: 1.0, 6: 1.0, 19: 1.0, 16: 1.0, 15: 1.0, 18: 1.0, 12: 1.0, 11: 1.0, 3: 1.0, 14: 1.0, 13: 1.0, 5: 1.0, 17: 1.0}",,,
1753353945.9081073,8,20,"[4, 18, 14, 19, 1, 15, 6, 7, 10, 13, 8, 9, 2, 0, 12, 16]",16,0.8,0.8,"{4: 1.0, 18: 1.0, 14: 1.0, 19: 1.0, 1: 1.0, 15: 1.0, 6: 1.0, 7: 1.0, 10: 1.0, 13: 1.0, 8: 1.0, 9: 1.0, 2: 1.0, 0: 1.0, 12: 1.0, 16: 1.0}",,,
1753353950.6348624,9,20,"[1, 18, 19, 0, 12, 10, 15, 14, 5, 9, 11, 17, 7, 4, 3, 6]",16,0.8,0.8,"{1: 1.0, 18: 1.0, 19: 1.0, 0: 1.0, 12: 1.0, 10: 1.0, 15: 1.0, 14: 1.0, 5: 1.0, 9: 1.0, 11: 1.0, 17: 1.0, 7: 1.0, 4: 1.0, 3: 1.0, 6: 1.0}",,,
1753353955.8933628,10,20,"[15, 7, 10, 8, 14, 1, 17, 4, 6, 0, 18, 11, 9, 5, 13, 3]",16,0.8,0.8,"{15: 1.0, 7: 1.0, 10: 1.0, 8: 1.0, 14: 1.0, 1: 1.0, 17: 1.0, 4: 1.0, 6: 1.0, 0: 1.0, 18: 1.0, 11: 1.0, 9: 1.0, 5: 1.0, 13: 1.0, 3: 1.0}",,,
