node_id,latitude,longitude
0,44.059752,-92.440295
1,39.327651,-76.659639
2,37.483959,-122.099948
3,42.350521,-71.019593
4,34.076742,-118.224108
5,51.494143,-0.17436
6,48.820437,2.363442
7,35.665921,139.687003
8,1.361024,103.842993
9,-33.886507,151.216334
10,44.045507,-92.455841
11,39.24945,-76.591984
12,37.430104,-122.164268
13,42.331308,-71.029138
14,34.089911,-118.248805
15,51.535405,-0.1606
16,48.868062,2.361591
17,35.63731,139.630367
18,1.366432,103.816848
19,-33.890791,151.231483
