node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,local,16,256,tier1_hospital,0.951,standard,10000
1,clinic_001,5000,tier_2,16,GDPR,8,128,tier2_hospital,0.922,high,5000
2,research_center_002,5000,tier_3,64,GDPR,16,512,research_center,0.988,critical,50000
3,mobile_unit_003,1000,tier_1,8,local,2,32,mobile_unit,0.85,standard,1000
4,edge_device_004,50,tier_2,2,HIPAA,0,32,edge_device,0.783,high,500
5,hospital_005,5000,tier_1,128,GDPR,4,256,tier1_hospital,0.963,standard,50000
6,clinic_006,5000,tier_2,64,GDPR,8,128,tier2_hospital,0.939,standard,5000
7,research_center_007,10000,tier_3,128,PIPEDA,16,256,research_center,1.0,high,50000
8,mobile_unit_008,500,tier_1,16,PIPEDA,1,32,mobile_unit,0.793,standard,2000
9,edge_device_009,500,tier_2,2,HIPAA,1,16,edge_device,0.861,critical,2000
10,hospital_010,2000,tier_1,128,local,4,512,tier1_hospital,0.969,standard,10000
11,clinic_011,5000,tier_2,64,local,4,256,tier2_hospital,0.964,standard,10000
12,research_center_012,10000,tier_3,128,GDPR,32,1024,research_center,0.994,high,50000
13,mobile_unit_013,500,tier_1,8,local,2,16,mobile_unit,0.807,high,5000
14,edge_device_014,500,tier_2,8,local,0,32,edge_device,0.812,high,2000
15,hospital_015,10000,tier_1,128,HIPAA,4,512,tier1_hospital,0.961,critical,50000
16,clinic_016,2000,tier_2,32,PIPEDA,8,128,tier2_hospital,0.947,standard,10000
17,research_center_017,10000,tier_3,128,HIPAA,32,1024,research_center,0.982,high,100000
18,mobile_unit_018,500,tier_1,4,local,1,32,mobile_unit,0.838,standard,1000
19,edge_device_019,500,tier_2,4,PIPEDA,1,8,edge_device,0.721,high,500
