node_id,latitude,longitude
0,44.070541,-92.45364
1,39.268312,-76.630398
2,37.436644,-122.161464
3,42.328512,-71.014935
4,34.059471,-118.272252
5,51.540572,-0.09839
6,48.888789,2.313453
7,35.678004,139.629094
8,1.316349,103.815376
9,-33.852296,151.16139
10,44.051916,-92.451773
11,39.26497,-76.568321
12,37.463198,-122.154361
13,42.336177,-71.025877
14,34.022447,-118.236396
15,51.473137,-0.081919
16,48.874113,2.339963
17,35.636031,139.605407
18,1.335451,103.843541
19,-33.835444,151.254687
