node_id,latitude,longitude
0,44.035617,-92.462363
1,39.249344,-76.627764
2,37.422905,-122.150059
3,42.343254,-71.092885
4,34.068028,-118.293479
5,51.463515,-0.127271
6,48.837116,2.312297
7,35.669597,139.696997
8,1.357432,103.770505
9,-33.834277,151.25129
10,43.976192,-92.463977
11,39.283014,-76.586547
12,37.458,-122.183256
13,42.316715,-71.079188
14,34.03079,-118.223574
15,51.49101,-0.139533
16,48.896112,2.355933
17,35.63764,139.631251
18,1.332766,103.806276
19,-33.823779,151.169725
