edge,weight
0-1,839.35
0-2,1198.64
0-3,94.27
0-4,414.33
0-5,96.26
0-6,505.02
0-7,4338.92
0-8,430.18
0-9,896.39
0-10,104.96
0-11,882.17
0-12,106.06
0-13,2115.85
0-14,2174.4
0-15,84.11
0-16,2366.34
0-17,855.52
0-18,5296.73
0-19,5416.46
1-2,89.98
1-3,409.77
1-4,1183.73
1-5,5392.65
1-6,580.41
1-7,5579.34
1-8,98.45
1-9,116.26
1-10,100.4
1-11,405.27
1-12,5547.0
1-13,116.92
1-14,1905.54
1-15,4000.12
1-16,2365.94
1-17,5688.98
1-18,2390.6
1-19,439.22
2-3,5784.02
2-4,894.78
2-5,1793.42
2-6,98.61
2-7,4522.48
2-8,100.52
2-9,89.42
2-10,5014.67
2-11,5686.01
2-12,4067.18
2-13,1922.12
2-14,1063.17
2-15,111.1
2-16,2301.34
2-17,517.48
2-18,438.69
2-19,114.33
3-4,845.31
3-5,1079.45
3-6,113.33
3-7,4170.79
3-8,478.44
3-9,595.06
3-10,108.36
3-11,111.1
3-12,1922.38
3-13,101.16
3-14,541.85
3-15,1173.32
3-16,1060.14
3-17,833.07
3-18,561.59
3-19,5291.83
4-5,113.08
4-6,576.28
4-7,106.07
4-8,4414.86
4-9,508.1
4-10,100.63
4-11,2026.21
4-12,104.06
4-13,106.38
4-14,96.04
4-15,2303.88
4-16,104.29
4-17,83.23
4-18,5906.71
4-19,2226.89
5-6,438.17
5-7,4775.05
5-8,1619.56
5-9,1019.66
5-10,1108.15
5-11,1716.99
5-12,2153.72
5-13,1119.89
5-14,1121.41
5-15,1653.08
5-16,465.69
5-17,4174.18
5-18,406.87
5-19,91.16
6-7,105.47
6-8,1158.13
6-9,1161.07
6-10,1094.84
6-11,403.11
6-12,2224.43
6-13,4024.79
6-14,5224.84
6-15,4811.47
6-16,983.36
6-17,2068.86
6-18,560.59
6-19,5685.19
7-8,2340.6
7-9,82.67
7-10,109.46
7-11,104.85
7-12,852.01
7-13,89.87
7-14,1711.7
7-15,2136.18
7-16,1746.51
7-17,5030.87
7-18,1162.27
7-19,1843.39
8-9,106.77
8-10,102.72
8-11,983.59
8-12,1124.32
8-13,991.05
8-14,456.51
8-15,2087.93
8-16,2230.26
8-17,1097.33
8-18,5139.28
8-19,5619.98
9-10,1733.72
9-11,516.52
9-12,864.98
9-13,4827.61
9-14,5749.09
9-15,1772.17
9-16,4413.6
9-17,488.73
9-18,571.03
9-19,1018.99
10-11,1886.53
10-12,1817.16
10-13,525.04
10-14,441.68
10-15,4098.97
10-16,2123.63
10-17,5408.76
10-18,877.43
10-19,448.19
11-12,431.25
11-13,4467.57
11-14,431.82
11-15,419.67
11-16,454.82
11-17,1053.05
11-18,103.76
11-19,1688.54
12-13,1156.11
12-14,979.54
12-15,4134.26
12-16,4434.92
12-17,2277.03
12-18,1780.65
12-19,473.37
13-14,1822.28
13-15,2330.71
13-16,482.67
13-17,1040.8
13-18,1189.18
13-19,2283.86
14-15,88.43
14-16,977.3
14-17,1773.51
14-18,1951.3
14-19,887.08
15-16,2175.05
15-17,1952.54
15-18,106.33
15-19,2352.51
16-17,105.47
16-18,114.94
16-19,4556.81
17-18,934.4
17-19,83.27
18-19,534.9
