node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,HIPAA_compliant,Rochester,USA,radiology,2019,public,mayo_clinic,tier1_hospital,north_america,1233,America/Chicago
1,local,SOC2,Baltimore,USA,oncology,1976,mixed,johns_hopkins,tier2_hospital,europe,3597,America/New_York
2,regional,HIPAA_compliant,Palo Alto,USA,cardiology,1973,mixed,stanford_med,research_center,asia_pacific,125,America/Los_Angeles
3,national,ISO27001,Boston,USA,neurology,1972,private,mass_general,mobile_unit,south_america,3533,America/New_York
4,local,SOC2,Los Angeles,USA,pathology,1983,private,ucla_health,edge_device,africa,3706,America/Los_Angeles
5,national,FedRAMP,London,UK,radiology,2005,private,mayo_clinic,tier1_hospital,north_america,3344,Europe/London
6,international,ISO27001,Paris,France,oncology,2014,mixed,johns_hopkins,tier2_hospital,europe,4126,Europe/Paris
7,regional,FedRAMP,Tokyo,Japan,cardiology,1974,public,stanford_med,research_center,asia_pacific,3373,Asia/Tokyo
8,international,ISO27001,Singapore,Singapore,neurology,1976,mixed,mass_general,mobile_unit,south_america,469,Asia/Singapore
9,local,FedRAMP,Sydney,Australia,pathology,1966,public,ucla_health,edge_device,africa,1801,Australia/Sydney
10,national,HIPAA_compliant,Rochester,USA,radiology,2003,research_grant,mayo_clinic,tier1_hospital,north_america,1286,America/Chicago
11,national,ISO27001,Baltimore,USA,oncology,1988,public,johns_hopkins,tier2_hospital,europe,1514,America/New_York
12,regional,ISO27001,Palo Alto,USA,cardiology,1985,public,stanford_med,research_center,asia_pacific,4025,America/Los_Angeles
13,national,SOC2,Boston,USA,neurology,1971,public,mass_general,mobile_unit,south_america,1533,America/New_York
14,local,HIPAA_compliant,Los Angeles,USA,pathology,2011,private,ucla_health,edge_device,africa,703,America/Los_Angeles
15,regional,FedRAMP,London,UK,radiology,1982,public,mayo_clinic,tier1_hospital,north_america,4010,Europe/London
16,national,ISO27001,Paris,France,oncology,1983,mixed,johns_hopkins,tier2_hospital,europe,4648,Europe/Paris
17,regional,SOC2,Tokyo,Japan,cardiology,2019,private,stanford_med,research_center,asia_pacific,4532,Asia/Tokyo
18,local,SOC2,Singapore,Singapore,neurology,1961,mixed,mass_general,mobile_unit,south_america,166,Asia/Singapore
19,international,SOC2,Sydney,Australia,pathology,1953,public,ucla_health,edge_device,africa,4780,Australia/Sydney
