node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,HIPAA,8,256,tier1_hospital,0.958,critical,10000
1,clinic_001,1000,tier_2,32,local,8,256,tier2_hospital,0.938,critical,10000
2,research_center_002,5000,tier_3,64,HIPAA,32,256,research_center,0.993,critical,50000
3,mobile_unit_003,500,tier_1,16,GDPR,1,32,mobile_unit,0.84,critical,5000
4,edge_device_004,50,tier_2,4,HIPAA,0,16,edge_device,0.778,high,2000
5,hospital_005,10000,tier_1,128,local,4,128,tier1_hospital,0.975,standard,50000
6,clinic_006,5000,tier_2,16,HIPAA,2,128,tier2_hospital,0.948,high,5000
7,research_center_007,5000,tier_3,128,local,8,1024,research_center,0.987,standard,100000
8,mobile_unit_008,100,tier_1,16,GDPR,2,16,mobile_unit,0.804,high,2000
9,edge_device_009,100,tier_2,2,GDPR,1,32,edge_device,0.82,critical,2000
10,hospital_010,10000,tier_1,64,local,16,128,tier1_hospital,0.965,critical,50000
11,clinic_011,2000,tier_2,64,HIPAA,4,64,tier2_hospital,0.921,high,5000
12,research_center_012,10000,tier_3,256,local,32,1024,research_center,0.993,high,20000
13,mobile_unit_013,100,tier_1,8,HIPAA,2,16,mobile_unit,0.796,critical,5000
14,edge_device_014,50,tier_2,8,PIPEDA,1,16,edge_device,0.725,high,1000
15,hospital_015,10000,tier_1,64,local,16,128,tier1_hospital,0.99,high,10000
16,clinic_016,1000,tier_2,16,HIPAA,8,128,tier2_hospital,0.951,high,10000
17,research_center_017,5000,tier_3,256,GDPR,32,512,research_center,0.998,standard,100000
18,mobile_unit_018,500,tier_1,16,GDPR,1,64,mobile_unit,0.799,high,2000
19,edge_device_019,100,tier_2,2,HIPAA,0,16,edge_device,0.77,critical,1000
