node_id,latitude,longitude
0,44.020735,-92.48449
1,39.266008,-76.638009
2,37.447108,-122.166632
3,42.334328,-71.070635
4,34.085179,-118.284213
5,51.555117,-0.101326
6,48.847833,2.333493
7,35.678777,139.618315
8,1.379863,103.799315
9,-33.867755,151.197557
10,44.000433,-92.42255
11,39.267609,-76.563856
12,37.452308,-122.166808
13,42.340537,-71.048718
14,34.064338,-118.216326
15,51.480973,-0.14203
16,48.862297,2.320916
17,35.711333,139.648187
18,1.337357,103.782712
19,-33.823756,151.254833
