node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,ISO27001,radiology,2011,public,mayo_clinic,tier1_hospital,2205
1,regional,FedRAMP,oncology,2011,mixed,johns_hopkins,tier2_hospital,1460
2,local,ISO27001,cardiology,1987,research_grant,stanford_med,research_center,589
3,local,FedRAMP,neurology,1993,private,mass_general,mobile_unit,2860
4,international,HIPAA_compliant,pathology,2007,mixed,ucla_health,edge_device,3034
5,international,HIPAA_compliant,radiology,1997,private,mayo_clinic,tier1_hospital,1328
6,national,HIPAA_compliant,oncology,1961,mixed,johns_hopkins,tier2_hospital,1578
7,regional,HIPAA_compliant,cardiology,1952,mixed,stanford_med,research_center,3281
8,national,HIPAA_compliant,neurology,1958,public,mass_general,mobile_unit,2554
9,local,HIPAA_compliant,pathology,1993,mixed,ucla_health,edge_device,148
10,international,HIPAA_compliant,radiology,1961,public,mayo_clinic,tier1_hospital,3621
11,national,FedRAMP,oncology,1982,private,johns_hopkins,tier2_hospital,575
12,local,ISO27001,cardiology,1951,mixed,stanford_med,research_center,804
13,international,SOC2,neurology,1955,private,mass_general,mobile_unit,3284
14,international,FedRAMP,pathology,1971,private,ucla_health,edge_device,218
15,local,ISO27001,radiology,1993,mixed,mayo_clinic,tier1_hospital,4279
16,international,FedRAMP,oncology,1959,public,johns_hopkins,tier2_hospital,3451
17,local,ISO27001,cardiology,1990,mixed,stanford_med,research_center,4568
18,national,FedRAMP,neurology,1973,mixed,mass_general,mobile_unit,1632
19,international,SOC2,pathology,2020,mixed,ucla_health,edge_device,4652
20,international,ISO27001,radiology,2012,mixed,mayo_clinic,tier1_hospital,2543
21,regional,FedRAMP,oncology,1970,public,johns_hopkins,tier2_hospital,2400
22,local,FedRAMP,cardiology,1998,public,stanford_med,research_center,2416
23,local,HIPAA_compliant,neurology,1992,public,mass_general,mobile_unit,3904
24,local,FedRAMP,pathology,1967,research_grant,ucla_health,edge_device,2677
25,local,ISO27001,radiology,1999,research_grant,mayo_clinic,tier1_hospital,640
26,regional,ISO27001,oncology,1951,mixed,johns_hopkins,tier2_hospital,990
27,regional,HIPAA_compliant,cardiology,1990,mixed,stanford_med,research_center,4068
28,regional,ISO27001,neurology,1962,public,mass_general,mobile_unit,4957
29,regional,HIPAA_compliant,pathology,2005,research_grant,ucla_health,edge_device,2395
