node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,16,512,tier1_hospital,0.974,standard,50000
1,clinic_001,1000,tier_2,32,local,2,128,tier2_hospital,0.979,critical,10000
2,research_center_002,5000,tier_3,64,PIPEDA,8,512,research_center,0.996,critical,100000
3,mobile_unit_003,500,tier_1,16,GDPR,1,16,mobile_unit,0.873,high,1000
4,edge_device_004,100,tier_2,2,PIPEDA,0,16,edge_device,0.781,standard,2000
5,hospital_005,10000,tier_1,128,GDPR,16,256,tier1_hospital,0.957,critical,10000
6,clinic_006,2000,tier_2,64,GDPR,8,64,tier2_hospital,0.912,standard,20000
7,research_center_007,10000,tier_3,64,PIPEDA,8,256,research_center,0.989,standard,20000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,1,32,mobile_unit,0.858,high,1000
9,edge_device_009,500,tier_2,2,HIPAA,1,32,edge_device,0.846,high,1000
