node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.989035,-92.428176,north_america,America/Chicago
1,Baltimore,USA,39.304816,-76.569913,europe,America/New_York
2,Palo Alto,USA,37.424446,-122.126733,asia_pacific,America/Los_Angeles
3,Boston,USA,42.352344,-71.079068,south_america,America/New_York
4,Los Angeles,USA,34.07285,-118.278121,africa,America/Los_Angeles
5,London,UK,51.460599,-0.164961,north_america,Europe/London
6,Paris,France,48.826449,2.358653,europe,Europe/Paris
7,Tokyo,Japan,35.65338,139.692445,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.323232,103.837207,south_america,Asia/Singapore
9,Sydney,Australia,-33.870408,151.207856,africa,Australia/Sydney
