node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,16,512,tier1_hospital,0.992,standard,10000
1,clinic_001,2000,tier_2,16,GDPR,4,256,tier2_hospital,0.975,high,5000
2,research_center_002,20000,tier_3,64,local,16,512,research_center,0.99,critical,50000
3,mobile_unit_003,500,tier_1,8,GDPR,1,64,mobile_unit,0.816,critical,1000
4,edge_device_004,500,tier_2,2,GDPR,0,32,edge_device,0.793,high,500
5,hospital_005,10000,tier_1,32,local,8,512,tier1_hospital,0.979,high,10000
6,clinic_006,1000,tier_2,64,GDPR,2,128,tier2_hospital,0.923,standard,5000
7,research_center_007,10000,tier_3,256,HIPAA,8,256,research_center,0.981,standard,20000
8,mobile_unit_008,100,tier_1,16,HIPAA,2,64,mobile_unit,0.898,high,2000
9,edge_device_009,500,tier_2,4,GDPR,1,16,edge_device,0.785,standard,500
10,hospital_010,2000,tier_1,128,PIPEDA,8,128,tier1_hospital,0.976,critical,10000
11,clinic_011,1000,tier_2,16,HIPAA,4,128,tier2_hospital,0.963,critical,5000
12,research_center_012,10000,tier_3,256,PIPEDA,16,1024,research_center,0.997,high,100000
13,mobile_unit_013,1000,tier_1,16,PIPEDA,2,16,mobile_unit,0.897,standard,2000
14,edge_device_014,50,tier_2,8,HIPAA,1,16,edge_device,0.849,high,1000
