node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,16,512,tier1_hospital,0.962,standard,10000
1,clinic_001,2000,tier_2,64,GDPR,8,64,tier2_hospital,0.931,standard,20000
2,research_center_002,10000,tier_3,256,GDPR,32,1024,research_center,0.981,high,50000
3,mobile_unit_003,100,tier_1,16,PIPEDA,2,64,mobile_unit,0.899,high,2000
4,edge_device_004,100,tier_2,8,local,1,8,edge_device,0.726,high,1000
5,hospital_005,10000,tier_1,128,local,4,512,tier1_hospital,0.996,high,50000
6,clinic_006,5000,tier_2,64,PIPEDA,4,256,tier2_hospital,0.925,standard,5000
7,research_center_007,20000,tier_3,128,local,16,256,research_center,0.995,critical,50000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,1,16,mobile_unit,0.756,critical,2000
9,edge_device_009,500,tier_2,8,HIPAA,0,32,edge_device,0.839,critical,2000
