node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,HIPAA,16,128,tier1_hospital,0.98,critical,20000
1,clinic_001,1000,tier_2,32,HIPAA,2,128,tier2_hospital,0.901,high,5000
2,research_center_002,10000,tier_3,128,GDPR,16,1024,research_center,0.981,high,100000
3,mobile_unit_003,100,tier_1,8,PIPEDA,1,16,mobile_unit,0.753,critical,2000
4,edge_device_004,100,tier_2,2,HIPAA,1,8,edge_device,0.75,standard,2000
5,hospital_005,2000,tier_1,64,GDPR,8,256,tier1_hospital,0.996,standard,20000
6,clinic_006,2000,tier_2,32,HIPAA,2,128,tier2_hospital,0.947,standard,5000
7,research_center_007,10000,tier_3,256,GDPR,16,1024,research_center,0.987,standard,100000
8,mobile_unit_008,500,tier_1,4,GDPR,2,16,mobile_unit,0.897,standard,5000
9,edge_device_009,50,tier_2,4,local,0,8,edge_device,0.775,standard,500
