node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.992,standard,10000
1,clinic_001,1000,tier_2,64,local,2,128,tier2_hospital,0.939,high,5000
2,research_center_002,10000,tier_3,256,PIPEDA,32,1024,research_center,0.987,critical,50000
3,mobile_unit_003,100,tier_1,8,HIPAA,2,16,mobile_unit,0.873,high,2000
4,edge_device_004,500,tier_2,8,HIPAA,0,16,edge_device,0.882,standard,2000
5,hospital_005,5000,tier_1,64,GDPR,8,256,tier1_hospital,0.976,critical,50000
6,clinic_006,5000,tier_2,64,local,4,128,tier2_hospital,0.967,high,20000
7,research_center_007,5000,tier_3,256,PIPEDA,32,512,research_center,0.996,critical,20000
8,mobile_unit_008,500,tier_1,8,HIPAA,1,32,mobile_unit,0.756,standard,2000
9,edge_device_009,500,tier_2,8,GDPR,1,32,edge_device,0.709,standard,500
10,hospital_010,2000,tier_1,128,HIPAA,4,256,tier1_hospital,0.98,high,50000
11,clinic_011,5000,tier_2,32,PIPEDA,4,256,tier2_hospital,0.973,high,5000
12,research_center_012,20000,tier_3,128,local,16,512,research_center,0.998,standard,100000
13,mobile_unit_013,500,tier_1,16,HIPAA,2,32,mobile_unit,0.9,critical,5000
14,edge_device_014,100,tier_2,4,PIPEDA,1,32,edge_device,0.896,high,500
15,hospital_015,2000,tier_1,32,local,8,512,tier1_hospital,0.984,high,10000
16,clinic_016,2000,tier_2,64,PIPEDA,4,64,tier2_hospital,0.978,high,5000
17,research_center_017,5000,tier_3,64,HIPAA,16,1024,research_center,0.999,high,20000
18,mobile_unit_018,500,tier_1,16,HIPAA,2,32,mobile_unit,0.876,high,5000
19,edge_device_019,50,tier_2,8,HIPAA,1,32,edge_device,0.885,standard,500
20,hospital_020,5000,tier_1,128,local,8,128,tier1_hospital,0.966,high,20000
21,clinic_021,1000,tier_2,16,GDPR,8,256,tier2_hospital,0.942,critical,10000
22,research_center_022,10000,tier_3,256,PIPEDA,32,1024,research_center,0.981,standard,100000
23,mobile_unit_023,100,tier_1,4,GDPR,2,32,mobile_unit,0.895,high,5000
24,edge_device_024,100,tier_2,4,local,1,8,edge_device,0.792,high,1000
