node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.061845,-92.441922,north_america,America/Chicago
1,Baltimore,USA,39.293284,-76.596789,europe,America/New_York
2,Palo Alto,USA,37.44916,-122.139461,asia_pacific,America/Los_Angeles
3,Boston,USA,42.313867,-71.024245,south_america,America/New_York
4,Los Angeles,USA,34.030183,-118.28236,africa,America/Los_Angeles
5,London,UK,51.500467,-0.15753,north_america,Europe/London
6,Paris,France,48.812838,2.338861,europe,Europe/Paris
7,Tokyo,Japan,35.652119,139.664605,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.395877,103.826552,south_america,Asia/Singapore
9,Sydney,Australia,-33.826879,151.254615,africa,Australia/Sydney
10,Rochester,USA,44.030183,-92.433444,north_america,America/Chicago
11,Baltimore,USA,39.32389,-76.581097,europe,America/New_York
12,Palo Alto,USA,37.460655,-122.190711,asia_pacific,America/Los_Angeles
13,Boston,USA,42.359724,-71.107637,south_america,America/New_York
14,Los Angeles,USA,34.031281,-118.252986,africa,America/Los_Angeles
