node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,local,4,128,tier1_hospital,0.951,critical,10000
1,clinic_001,2000,tier_2,16,HIPAA,8,64,tier2_hospital,0.934,high,5000
2,research_center_002,20000,tier_3,128,GDPR,8,256,research_center,0.985,standard,50000
3,mobile_unit_003,100,tier_1,4,local,1,64,mobile_unit,0.861,high,1000
4,edge_device_004,50,tier_2,2,GDPR,0,16,edge_device,0.821,high,2000
5,hospital_005,2000,tier_1,32,HIPAA,4,128,tier1_hospital,0.97,high,10000
6,clinic_006,2000,tier_2,64,PIPEDA,4,256,tier2_hospital,0.902,high,20000
7,research_center_007,20000,tier_3,128,HIPAA,32,1024,research_center,0.981,high,100000
8,mobile_unit_008,1000,tier_1,8,local,1,16,mobile_unit,0.818,critical,2000
9,edge_device_009,50,tier_2,2,local,0,8,edge_device,0.793,critical,1000
10,hospital_010,5000,tier_1,32,PIPEDA,4,256,tier1_hospital,0.961,standard,50000
11,clinic_011,2000,tier_2,32,HIPAA,4,256,tier2_hospital,0.931,standard,20000
12,research_center_012,5000,tier_3,64,local,16,512,research_center,0.989,critical,100000
13,mobile_unit_013,100,tier_1,16,GDPR,1,64,mobile_unit,0.807,standard,5000
14,edge_device_014,100,tier_2,8,HIPAA,1,16,edge_device,0.737,critical,1000
