node_id,latitude,longitude
0,44.024499,-92.473826
1,39.297202,-76.581945
2,37.443606,-122.175847
3,42.348349,-71.081923
4,34.066814,-118.218978
5,51.549441,-0.100435
6,48.82649,2.385027
7,35.707707,139.656475
8,1.371292,103.771343
9,-33.9086,151.16148
10,44.056975,-92.459203
11,39.325516,-76.567236
12,37.479662,-122.183668
13,42.329113,-71.066135
14,34.082202,-118.288747
15,51.479907,-0.161448
16,48.809132,2.354892
17,35.656195,139.696235
18,1.376887,103.831289
19,-33.839708,151.242352
