timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753385393.0337892,1,20,"[5, 0, 7, 2]",4,0.2,0.2,"{5: 1.0, 0: 1.0, 7: 1.0, 2: 1.0}",,,
1753385411.1687677,2,20,"[18, 8, 19, 1]",4,0.2,0.2,"{18: 1.0, 8: 1.0, 19: 1.0, 1: 1.0}",,,
1753385428.3347154,3,20,"[0, 13, 2, 14]",4,0.2,0.2,"{0: 1.0, 13: 1.0, 2: 1.0, 14: 1.0}",,,
1753385445.9338706,4,20,"[4, 1, 12, 15]",4,0.2,0.2,"{4: 1.0, 1: 1.0, 12: 1.0, 15: 1.0}",,,
1753385464.4166148,5,20,"[10, 9, 6, 13]",4,0.2,0.2,"{10: 1.0, 9: 1.0, 6: 1.0, 13: 1.0}",,,
1753385483.1987686,6,20,"[7, 6, 17, 18]",4,0.2,0.2,"{7: 1.0, 6: 1.0, 17: 1.0, 18: 1.0}",,,
1753385497.089683,7,20,"[1, 12, 7, 18]",4,0.2,0.2,"{1: 1.0, 12: 1.0, 7: 1.0, 18: 1.0}",,,
1753385501.9111555,8,20,"[11, 18, 15, 14]",4,0.2,0.2,"{11: 1.0, 18: 1.0, 15: 1.0, 14: 1.0}",,,
1753385516.325002,9,20,"[7, 15, 8, 6]",4,0.2,0.2,"{7: 1.0, 15: 1.0, 8: 1.0, 6: 1.0}",,,
1753385521.7382216,10,20,"[5, 2, 13, 1]",4,0.2,0.2,"{5: 1.0, 2: 1.0, 13: 1.0, 1: 1.0}",,,
