edge,weight
0-1,118.65
0-2,475.23
0-3,4590.95
0-4,4436.8
0-5,4907.99
0-6,85.63
0-7,567.3
0-8,1939.61
0-9,96.59
1-2,4044.15
1-3,119.38
1-4,2160.39
1-5,97.48
1-6,508.67
1-7,813.13
1-8,887.77
1-9,1973.07
2-3,803.91
2-4,1662.74
2-5,423.27
2-6,5366.46
2-7,1011.65
2-8,2106.5
2-9,483.24
3-4,5904.13
3-5,920.58
3-6,949.9
3-7,1011.21
3-8,5714.14
3-9,467.37
4-5,933.92
4-6,4212.9
4-7,2185.05
4-8,88.11
4-9,5205.62
5-6,2158.48
5-7,1001.67
5-8,94.76
5-9,961.47
6-7,2249.43
6-8,562.78
6-9,4489.24
7-8,5369.74
7-9,1092.48
8-9,541.07
