node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,PIPEDA,8,512,tier1_hospital,0.966,standard,50000
1,clinic_001,1000,tier_2,64,local,4,256,tier2_hospital,0.919,high,20000
2,research_center_002,10000,tier_3,256,HIPAA,32,256,research_center,0.98,high,20000
3,mobile_unit_003,100,tier_1,16,PIPEDA,2,32,mobile_unit,0.782,high,1000
4,edge_device_004,100,tier_2,4,PIPEDA,1,8,edge_device,0.8,critical,2000
5,hospital_005,5000,tier_1,64,GDPR,8,128,tier1_hospital,0.972,critical,50000
6,clinic_006,1000,tier_2,16,HIPAA,8,128,tier2_hospital,0.936,critical,20000
7,research_center_007,5000,tier_3,64,GDPR,32,512,research_center,0.989,critical,50000
8,mobile_unit_008,500,tier_1,16,HIPAA,2,64,mobile_unit,0.814,standard,5000
9,edge_device_009,500,tier_2,4,local,0,16,edge_device,0.735,critical,500
