edge,weight
0-1,489.65
0-2,540.97
0-3,102.51
0-4,1645.54
0-5,94.13
0-6,405.92
0-7,836.72
0-8,114.74
0-9,89.42
0-10,5555.25
0-11,516.45
0-12,4141.0
0-13,4744.12
0-14,5525.1
1-2,942.43
1-3,2342.31
1-4,2200.09
1-5,5109.88
1-6,2176.94
1-7,5726.18
1-8,882.38
1-9,2155.08
1-10,559.95
1-11,556.37
1-12,887.02
1-13,5684.9
1-14,1093.5
2-3,2299.91
2-4,93.98
2-5,504.74
2-6,521.2
2-7,94.85
2-8,514.44
2-9,800.3
2-10,108.67
2-11,565.0
2-12,83.69
2-13,4691.83
2-14,1679.97
3-4,404.59
3-5,942.11
3-6,927.81
3-7,2191.17
3-8,110.3
3-9,929.25
3-10,559.47
3-11,1090.12
3-12,1190.63
3-13,1816.96
3-14,925.84
4-5,5799.74
4-6,4907.56
4-7,4763.22
4-8,4181.5
4-9,1128.49
4-10,549.37
4-11,1946.84
4-12,929.47
4-13,848.7
4-14,1115.24
5-6,4621.36
5-7,836.26
5-8,116.4
5-9,400.96
5-10,101.18
5-11,2368.4
5-12,1000.09
5-13,4983.07
5-14,4761.93
6-7,2065.96
6-8,5478.58
6-9,4920.95
6-10,571.47
6-11,5241.54
6-12,105.62
6-13,88.02
6-14,1020.49
7-8,117.8
7-9,81.75
7-10,88.21
7-11,513.58
7-12,1935.43
7-13,5789.06
7-14,489.58
8-9,95.36
8-10,534.01
8-11,1772.92
8-12,417.72
8-13,1830.09
8-14,1946.64
9-10,4896.5
9-11,2095.89
9-12,1027.71
9-13,461.17
9-14,426.93
10-11,91.92
10-12,431.1
10-13,5042.8
10-14,97.47
11-12,998.68
11-13,4243.04
11-14,4801.75
12-13,5440.98
12-14,412.55
13-14,1625.22
