node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,ISO27001,radiology,2001,research_grant,mayo_clinic,tier1_hospital,1925
1,national,FedRAMP,oncology,1969,private,johns_hopkins,tier2_hospital,4870
2,local,FedRAMP,cardiology,1978,private,stanford_med,research_center,2113
3,local,ISO27001,neurology,1979,private,mass_general,mobile_unit,2406
4,international,FedRAMP,pathology,1971,research_grant,ucla_health,edge_device,4750
5,regional,ISO27001,radiology,1963,public,mayo_clinic,tier1_hospital,4762
6,international,SOC2,oncology,1963,mixed,johns_hopkins,tier2_hospital,1904
7,international,ISO27001,cardiology,2012,private,stanford_med,research_center,2984
8,national,HIPAA_compliant,neurology,1980,public,mass_general,mobile_unit,1966
9,local,ISO27001,pathology,2000,mixed,ucla_health,edge_device,1155
