edge,weight
0-1,1138.07
0-2,113.17
0-3,1899.48
0-4,461.08
0-5,1128.14
0-6,112.72
0-7,463.04
0-8,1054.22
0-9,5840.1
1-2,108.04
1-3,2240.35
1-4,1850.54
1-5,547.3
1-6,95.19
1-7,1133.6
1-8,1052.96
1-9,4338.62
2-3,453.33
2-4,4972.66
2-5,5560.7
2-6,854.94
2-7,567.68
2-8,1746.14
2-9,4053.31
3-4,816.29
3-5,4625.75
3-6,827.25
3-7,497.44
3-8,5625.72
3-9,98.54
4-5,90.35
4-6,938.51
4-7,968.57
4-8,450.04
4-9,4586.58
5-6,514.09
5-7,471.15
5-8,112.1
5-9,5818.49
6-7,877.69
6-8,92.45
6-9,434.96
7-8,98.52
7-9,4833.91
8-9,594.46
