node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,SOC2,radiology,1997,mixed,mayo_clinic,tier1_hospital,3100
1,regional,FedRAMP,oncology,2002,mixed,johns_hopkins,tier2_hospital,3965
2,national,FedRAMP,cardiology,1988,public,stanford_med,research_center,3491
3,international,ISO27001,neurology,1992,public,mass_general,mobile_unit,4211
4,local,SOC2,pathology,2015,mixed,ucla_health,edge_device,202
5,national,SOC2,radiology,1973,private,mayo_clinic,tier1_hospital,1000
6,international,FedRAMP,oncology,1976,research_grant,johns_hopkins,tier2_hospital,4479
7,local,HIPAA_compliant,cardiology,1987,private,stanford_med,research_center,98
8,international,FedRAMP,neurology,1988,mixed,mass_general,mobile_unit,4056
9,national,FedRAMP,pathology,1956,private,ucla_health,edge_device,4228
