node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,FedRAMP,radiology,1969,private,mayo_clinic,tier1_hospital,3430
1,regional,HIPAA_compliant,oncology,1958,public,johns_hopkins,tier2_hospital,2245
2,international,ISO27001,cardiology,1981,mixed,stanford_med,research_center,3603
3,international,ISO27001,neurology,1996,mixed,mass_general,mobile_unit,1778
4,national,SOC2,pathology,1994,research_grant,ucla_health,edge_device,4950
5,regional,FedRAMP,radiology,2003,public,mayo_clinic,tier1_hospital,666
6,regional,SOC2,oncology,2015,mixed,johns_hopkins,tier2_hospital,1123
7,regional,FedRAMP,cardiology,1959,mixed,stanford_med,research_center,4163
8,local,HIPAA_compliant,neurology,1977,mixed,mass_general,mobile_unit,3081
9,regional,HIPAA_compliant,pathology,2006,private,ucla_health,edge_device,2744
10,regional,SOC2,radiology,2019,public,mayo_clinic,tier1_hospital,3363
11,local,ISO27001,oncology,2007,mixed,johns_hopkins,tier2_hospital,3715
12,local,HIPAA_compliant,cardiology,2011,private,stanford_med,research_center,3998
13,regional,FedRAMP,neurology,2014,mixed,mass_general,mobile_unit,3261
14,regional,ISO27001,pathology,1958,research_grant,ucla_health,edge_device,1989
