timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753389126.2176259,1,-1,training,25.991453170776367,0,0,0,
1753389154.5970297,2,-1,training,26.746962785720825,0,0,0,
1753389181.0302343,3,-1,training,24.89801335334778,0,0,0,
1753389189.6351788,4,-1,training,7.130990505218506,0,0,0,
1753389211.329554,5,-1,training,20.269648790359497,0,0,0,
1753389220.0304227,6,-1,training,7.136577606201172,0,0,0,
1753389227.8118293,7,-1,training,6.332363843917847,0,0,0,
1753389236.2342038,8,-1,training,7.006772756576538,0,0,0,
1753389244.3331158,9,-1,training,6.723312616348267,0,0,0,
1753389252.0404367,10,-1,training,6.311808347702026,0,0,0,
