activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753389100.226084,3
aggregation,,False,,,1,GossipAvg,1753389126.3103483,
aggregation,,False,,,1,GossipAvg,1753389126.3103716,
aggregation,,False,,,1,GossipAvg,1753389126.3103876,
aggregation,,False,,,1,GossipAvg,1753389126.3104012,
aggregation,,True,,,1,GossipAvg,1753389126.31042,
model_update,,,,12.941401948201682,1,,1753389126.7741182,
local_training,,,{},,2,,1753389127.8500087,3
aggregation,,False,,,2,GossipAvg,1753389154.679398,
aggregation,,False,,,2,GossipAvg,1753389154.6794171,
aggregation,,False,,,2,GossipAvg,1753389154.6794338,
aggregation,,False,,,2,GossipAvg,1753389154.679448,
aggregation,,True,,,2,GossipAvg,1753389154.679461,
model_update,,,,10.887611951694401,2,,1753389155.1112535,
local_training,,,{},,3,,1753389156.132168,3
aggregation,,False,,,3,GossipAvg,1753389181.1225512,
aggregation,,False,,,3,GossipAvg,1753389181.122571,
aggregation,,False,,,3,GossipAvg,1753389181.1225889,
aggregation,,False,,,3,GossipAvg,1753389181.122606,
aggregation,,True,,,3,GossipAvg,1753389181.1226213,
model_update,,,,10.442281278684996,3,,1753389181.5848339,
local_training,,,{},,4,,1753389182.5041304,3
aggregation,,False,,,4,GossipAvg,1753389189.721254,
aggregation,,False,,,4,GossipAvg,1753389189.721275,
aggregation,,False,,,4,GossipAvg,1753389189.7212908,
aggregation,,False,,,4,GossipAvg,1753389189.7213094,
aggregation,,True,,,4,GossipAvg,1753389189.7214267,
model_update,,,,7.545020983491123,4,,1753389190.1615064,
local_training,,,{},,5,,1753389191.0598552,3
aggregation,,False,,,5,GossipAvg,1753389211.4101074,
aggregation,,False,,,5,GossipAvg,1753389211.4101377,
aggregation,,False,,,5,GossipAvg,1753389211.4101548,
aggregation,,False,,,5,GossipAvg,1753389211.4101686,
aggregation,,True,,,5,GossipAvg,1753389211.410183,
model_update,,,,9.675486811239773,5,,1753389211.8557029,
local_training,,,{},,6,,1753389212.8937957,3
aggregation,,False,,,6,GossipAvg,1753389220.1097999,
aggregation,,False,,,6,GossipAvg,1753389220.1098208,
aggregation,,False,,,6,GossipAvg,1753389220.1098394,
aggregation,,False,,,6,GossipAvg,1753389220.109853,
aggregation,,True,,,6,GossipAvg,1753389220.1098683,
model_update,,,,7.6523133002283945,6,,1753389220.548778,
local_training,,,{},,7,,1753389221.4794114,3
aggregation,,False,,,7,GossipAvg,1753389227.8927574,
aggregation,,False,,,7,GossipAvg,1753389227.8927777,
aggregation,,False,,,7,GossipAvg,1753389227.8927958,
aggregation,,False,,,7,GossipAvg,1753389227.8929186,
aggregation,,True,,,7,GossipAvg,1753389227.8929327,
model_update,,,,7.086386663339852,7,,1753389228.3219972,
local_training,,,{},,8,,1753389229.2273817,3
aggregation,,False,,,8,GossipAvg,1753389236.3105457,
aggregation,,False,,,8,GossipAvg,1753389236.310564,
aggregation,,False,,,8,GossipAvg,1753389236.3105807,
aggregation,,False,,,8,GossipAvg,1753389236.3105958,
aggregation,,True,,,8,GossipAvg,1753389236.3106084,
model_update,,,,7.182948528548441,8,,1753389236.725082,
local_training,,,{},,9,,1753389237.6097493,3
aggregation,,False,,,9,GossipAvg,1753389244.4113986,
aggregation,,False,,,9,GossipAvg,1753389244.4114192,
aggregation,,False,,,9,GossipAvg,1753389244.4114344,
aggregation,,False,,,9,GossipAvg,1753389244.4114475,
aggregation,,True,,,9,GossipAvg,1753389244.4114618,
model_update,,,,7.482658741002004,9,,1753389244.8309836,
local_training,,,{},,10,,1753389245.7285793,3
aggregation,,False,,,10,GossipAvg,1753389252.1178067,
aggregation,,False,,,10,GossipAvg,1753389252.1178305,
aggregation,,False,,,10,GossipAvg,1753389252.1178465,
aggregation,,False,,,10,GossipAvg,1753389252.117974,
aggregation,,True,,,10,GossipAvg,1753389252.1179888,
model_update,,,,7.111888438771059,10,,1753389252.541575,
