node_id,latitude,longitude
0,44.058308,-92.48559
1,39.330913,-76.657932
2,37.411393,-122.107827
3,42.402765,-71.036904
4,34.070289,-118.288229
5,51.525831,-0.147685
6,48.808719,2.330853
7,35.70038,139.698684
8,1.379793,103.868714
9,-33.904944,151.256608
10,43.974333,-92.448526
11,39.311178,-76.652979
12,37.404754,-122.186892
13,42.330124,-71.041581
14,34.044137,-118.255884
15,51.479228,-0.090183
16,48.853076,2.355908
17,35.713595,139.671372
18,1.344166,103.784659
19,-33.901233,151.232718
