edge,weight
0-1,2293.88
0-2,441.22
0-3,456.51
0-4,2235.55
0-5,84.07
0-6,1184.38
0-7,5902.32
0-8,84.65
0-9,1823.13
0-10,1795.03
0-11,943.3
0-12,102.76
0-13,4961.22
0-14,94.48
0-15,418.7
0-16,479.41
0-17,418.76
0-18,93.75
0-19,81.98
1-2,5231.2
1-3,1704.79
1-4,865.46
1-5,877.49
1-6,99.07
1-7,2088.12
1-8,85.97
1-9,1860.76
1-10,436.72
1-11,498.85
1-12,1970.18
1-13,2033.2
1-14,1705.22
1-15,2003.59
1-16,405.86
1-17,1976.64
1-18,550.8
1-19,1804.33
2-3,5792.39
2-4,1055.69
2-5,1021.1
2-6,1705.4
2-7,2175.32
2-8,98.53
2-9,1664.23
2-10,94.78
2-11,1190.47
2-12,537.4
2-13,92.21
2-14,423.62
2-15,100.23
2-16,4239.79
2-17,1784.51
2-18,474.14
2-19,85.65
3-4,2275.43
3-5,900.25
3-6,1832.07
3-7,985.59
3-8,500.9
3-9,4183.62
3-10,2037.29
3-11,1084.7
3-12,4393.13
3-13,4115.72
3-14,4376.53
3-15,1917.47
3-16,463.82
3-17,2139.19
3-18,4396.75
3-19,115.72
4-5,4848.7
4-6,449.43
4-7,454.47
4-8,2368.32
4-9,1081.81
4-10,2125.12
4-11,86.01
4-12,980.86
4-13,1716.41
4-14,5663.26
4-15,976.28
4-16,4015.77
4-17,532.28
4-18,1691.0
4-19,1160.12
5-6,1931.73
5-7,1063.41
5-8,453.65
5-9,476.6
5-10,1969.93
5-11,4888.27
5-12,4271.09
5-13,512.83
5-14,517.47
5-15,4881.89
5-16,1034.03
5-17,113.65
5-18,1054.59
5-19,5863.81
6-7,932.36
6-8,430.36
6-9,484.58
6-10,1866.85
6-11,86.87
6-12,84.15
6-13,5506.83
6-14,1077.52
6-15,2105.63
6-16,944.84
6-17,1916.76
6-18,83.16
6-19,5051.72
7-8,2157.36
7-9,5023.65
7-10,98.14
7-11,94.96
7-12,5709.65
7-13,2009.71
7-14,496.71
7-15,80.13
7-16,106.02
7-17,92.5
7-18,890.75
7-19,5035.95
8-9,554.31
8-10,116.11
8-11,418.46
8-12,4646.86
8-13,95.63
8-14,4291.08
8-15,1635.77
8-16,5241.18
8-17,88.17
8-18,1118.25
8-19,816.47
9-10,5005.86
9-11,901.36
9-12,4004.15
9-13,101.7
9-14,947.17
9-15,84.18
9-16,455.28
9-17,1171.27
9-18,1086.14
9-19,898.69
10-11,1181.11
10-12,90.15
10-13,4419.51
10-14,439.23
10-15,482.91
10-16,4192.64
10-17,966.63
10-18,4716.58
10-19,102.13
11-12,82.6
11-13,113.95
11-14,914.32
11-15,2043.01
11-16,916.18
11-17,1744.03
11-18,5921.76
11-19,941.33
12-13,840.36
12-14,110.46
12-15,2141.54
12-16,90.85
12-17,964.14
12-18,2031.19
12-19,437.39
13-14,547.85
13-15,4908.06
13-16,1798.32
13-17,88.32
13-18,5932.58
13-19,849.1
14-15,4683.11
14-16,849.64
14-17,1149.5
14-18,1070.52
14-19,4574.38
15-16,4041.46
15-17,109.48
15-18,821.8
15-19,932.06
16-17,1006.12
16-18,501.14
16-19,899.17
17-18,5505.79
17-19,94.14
18-19,828.54
