node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,ISO27001,Rochester,USA,radiology,1956,mixed,mayo_clinic,tier1_hospital,north_america,3544,America/Chicago
1,regional,ISO27001,Baltimore,USA,oncology,1954,public,johns_hopkins,tier2_hospital,europe,2132,America/New_York
2,regional,FedRAMP,Palo Alto,USA,cardiology,1983,private,stanford_med,research_center,asia_pacific,615,America/Los_Angeles
3,international,ISO27001,Boston,USA,neurology,2003,public,mass_general,mobile_unit,south_america,2667,America/New_York
4,national,FedRAMP,Los Angeles,USA,pathology,2009,mixed,ucla_health,edge_device,africa,1326,America/Los_Angeles
5,local,SOC2,London,UK,radiology,2014,mixed,mayo_clinic,tier1_hospital,north_america,4792,Europe/London
6,international,ISO27001,Paris,France,oncology,1963,public,johns_hopkins,tier2_hospital,europe,1562,Europe/Paris
7,national,ISO27001,Tokyo,Japan,cardiology,1999,private,stanford_med,research_center,asia_pacific,3086,Asia/Tokyo
8,local,SOC2,Singapore,Singapore,neurology,1972,research_grant,mass_general,mobile_unit,south_america,4943,Asia/Singapore
9,international,SOC2,Sydney,Australia,pathology,1968,private,ucla_health,edge_device,africa,3189,Australia/Sydney
10,regional,SOC2,Rochester,USA,radiology,1960,research_grant,mayo_clinic,tier1_hospital,north_america,1994,America/Chicago
11,international,FedRAMP,Baltimore,USA,oncology,1975,private,johns_hopkins,tier2_hospital,europe,4770,America/New_York
12,regional,FedRAMP,Palo Alto,USA,cardiology,2000,private,stanford_med,research_center,asia_pacific,2107,America/Los_Angeles
13,local,ISO27001,Boston,USA,neurology,1950,public,mass_general,mobile_unit,south_america,3544,America/New_York
14,international,SOC2,Los Angeles,USA,pathology,1954,public,ucla_health,edge_device,africa,1927,America/Los_Angeles
15,regional,ISO27001,London,UK,radiology,2004,research_grant,mayo_clinic,tier1_hospital,north_america,4010,Europe/London
16,regional,SOC2,Paris,France,oncology,1980,private,johns_hopkins,tier2_hospital,europe,1071,Europe/Paris
17,local,HIPAA_compliant,Tokyo,Japan,cardiology,1990,public,stanford_med,research_center,asia_pacific,2722,Asia/Tokyo
18,national,FedRAMP,Singapore,Singapore,neurology,2018,mixed,mass_general,mobile_unit,south_america,976,Asia/Singapore
19,international,ISO27001,Sydney,Australia,pathology,2003,public,ucla_health,edge_device,africa,1298,Australia/Sydney
