timestamp,round_num,source_node,target_node,transfer_type,param_summary,strategy_name
1753348767.0204866,1,1,0,parameter_transfer,"{'norm': 3.1623964309692383, 'mean': 2.2342221200233325e-05, 'std': 0.18634599447250366}",
1753348767.0204866,1,2,0,parameter_transfer,"{'norm': 3.1291840076446533, 'mean': -0.001959559740498662, 'std': 0.1843785047531128}",
1753348767.0204866,1,3,0,parameter_transfer,"{'norm': 3.1291840076446533, 'mean': -0.001959559740498662, 'std': 0.1843785047531128}",
1753348767.0204866,1,4,0,parameter_transfer,"{'norm': 3.1414778232574463, 'mean': -0.0007008545799180865, 'std': 0.18511202931404114}",
1753348767.0206184,1,1,0,aggregation,,FedAvg
1753348767.0206184,1,2,0,aggregation,,FedAvg
1753348767.0206184,1,3,0,aggregation,,FedAvg
1753348767.0206184,1,4,0,aggregation,,FedAvg
1753348785.7762303,2,1,0,parameter_transfer,"{'norm': 3.139772415161133, 'mean': -0.0004070823488291353, 'std': 0.18501241505146027}",
1753348785.7762303,2,2,0,parameter_transfer,"{'norm': 3.144331693649292, 'mean': 0.0030163154006004333, 'std': 0.1852569580078125}",
1753348785.7762303,2,3,0,parameter_transfer,"{'norm': 3.139772415161133, 'mean': -0.0004070823488291353, 'std': 0.18501241505146027}",
1753348785.7762303,2,4,0,parameter_transfer,"{'norm': 3.1548991203308105, 'mean': -0.00047952847671695054, 'std': 0.1859036087989807}",
1753348785.7763617,2,1,0,aggregation,,FedAvg
1753348785.7763617,2,2,0,aggregation,,FedAvg
1753348785.7763617,2,3,0,aggregation,,FedAvg
1753348785.7763617,2,4,0,aggregation,,FedAvg
1753348793.9209797,3,1,0,parameter_transfer,"{'norm': 3.1629528999328613, 'mean': 0.0010693395743146539, 'std': 0.1863757222890854}",
1753348793.9209797,3,2,0,parameter_transfer,"{'norm': 3.1630311012268066, 'mean': -0.00035169473267160356, 'std': 0.18638305366039276}",
1753348793.9209797,3,3,0,parameter_transfer,"{'norm': 3.146324634552002, 'mean': 0.00013483522343449295, 'std': 0.1853989213705063}",
1753348793.9209797,3,4,0,parameter_transfer,"{'norm': 3.146324634552002, 'mean': 0.00013483522343449295, 'std': 0.1853989213705063}",
1753348793.9211395,3,1,0,aggregation,,FedAvg
1753348793.9211395,3,2,0,aggregation,,FedAvg
1753348793.9211395,3,3,0,aggregation,,FedAvg
1753348793.9211395,3,4,0,aggregation,,FedAvg
1753348815.5500286,4,1,0,parameter_transfer,"{'norm': 3.1499621868133545, 'mean': 0.0004573617479763925, 'std': 0.1856127381324768}",
1753348815.5500286,4,2,0,parameter_transfer,"{'norm': 3.151094436645508, 'mean': 0.0007841185433790088, 'std': 0.18567834794521332}",
1753348815.5500286,4,3,0,parameter_transfer,"{'norm': 3.1410880088806152, 'mean': -0.00032907724380493164, 'std': 0.185090109705925}",
1753348815.5500286,4,4,0,parameter_transfer,"{'norm': 3.145106554031372, 'mean': 0.00015488349890802056, 'std': 0.18532711267471313}",
1753348815.5501854,4,1,0,aggregation,,FedAvg
1753348815.5501854,4,2,0,aggregation,,FedAvg
1753348815.5501854,4,3,0,aggregation,,FedAvg
1753348815.5501854,4,4,0,aggregation,,FedAvg
1753348822.3362842,5,1,0,parameter_transfer,"{'norm': 3.1490910053253174, 'mean': 0.000360182166332379, 'std': 0.1855616271495819}",
1753348822.3362842,5,2,0,parameter_transfer,"{'norm': 3.143101692199707, 'mean': 0.0002776963810902089, 'std': 0.18520884215831757}",
1753348822.3362842,5,3,0,parameter_transfer,"{'norm': 3.1564249992370605, 'mean': 0.00038621327257715166, 'std': 0.1859937161207199}",
1753348822.3362842,5,4,0,parameter_transfer,"{'norm': 3.1449241638183594, 'mean': -7.69562175264582e-05, 'std': 0.18531642854213715}",
1753348822.336396,5,1,0,aggregation,,FedAvg
1753348822.336396,5,2,0,aggregation,,FedAvg
1753348822.336396,5,3,0,aggregation,,FedAvg
1753348822.336396,5,4,0,aggregation,,FedAvg
1753348830.241403,6,1,0,parameter_transfer,"{'norm': 3.145474910736084, 'mean': 0.00019568990683183074, 'std': 0.185348778963089}",
1753348830.241403,6,2,0,parameter_transfer,"{'norm': 3.1447551250457764, 'mean': 0.0002647133369464427, 'std': 0.18530626595020294}",
1753348830.241403,6,3,0,parameter_transfer,"{'norm': 3.1447551250457764, 'mean': 0.0002647133369464427, 'std': 0.18530626595020294}",
1753348830.241403,6,4,0,parameter_transfer,"{'norm': 3.1442339420318604, 'mean': 0.0003782837884500623, 'std': 0.1852753758430481}",
