node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,HIPAA,16,512,tier1_hospital,0.992,high,20000
1,clinic_001,1000,tier_2,16,PIPEDA,2,128,tier2_hospital,0.923,high,20000
2,research_center_002,5000,tier_3,128,GDPR,16,512,research_center,0.987,standard,50000
3,mobile_unit_003,100,tier_1,4,local,2,64,mobile_unit,0.895,high,5000
4,edge_device_004,100,tier_2,4,GDPR,1,8,edge_device,0.885,high,500
5,hospital_005,2000,tier_1,64,GDPR,4,256,tier1_hospital,0.992,standard,20000
6,clinic_006,1000,tier_2,32,HIPAA,2,256,tier2_hospital,0.929,high,20000
7,research_center_007,5000,tier_3,256,PIPEDA,32,1024,research_center,0.99,critical,50000
8,mobile_unit_008,100,tier_1,16,local,2,32,mobile_unit,0.818,high,1000
9,edge_device_009,100,tier_2,2,local,1,16,edge_device,0.844,standard,1000
