round_num,node_0,node_1,node_2,node_3,node_4
1,3.1342906951904297,3.18605899810791,3.1342906951904297,3.2473855018615723,3.1342906951904297
2,3.2505624294281006,3.153658866882324,3.2069363594055176,3.153658866882324,3.153658866882324
3,3.1927895545959473,3.1698622703552246,3.1698622703552246,3.1698622703552246,3.26690936088562
4,3.1819865703582764,3.1903679370880127,3.1819865703582764,3.1724162101745605,3.1819865703582764
5,3.175722122192383,3.175722122192383,3.175722122192383,3.1917035579681396,3.1750221252441406
6,3.1745946407318115,3.1745946407318115,3.1745946407318115,3.2140252590179443,3.1967735290527344
7,3.1817994117736816,3.1817994117736816,3.1947813034057617,3.1817994117736816,3.2111613750457764
8,3.2262275218963623,3.18473744392395,3.1992268562316895,3.18473744392395,3.18473744392395
9,3.192474603652954,3.192474603652954,3.1898207664489746,3.239530086517334,3.192474603652954
10,3.198310375213623,3.2065134048461914,3.1986196041107178,3.198310375213623,3.198310375213623
