node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,ISO27001,radiology,1962,private,mayo_clinic,tier1_hospital,4917
1,local,SOC2,oncology,1996,research_grant,johns_hopkins,tier2_hospital,1637
2,national,HIPAA_compliant,cardiology,1983,research_grant,stanford_med,research_center,1214
3,national,ISO27001,neurology,1995,private,mass_general,mobile_unit,762
4,regional,SOC2,pathology,1950,mixed,ucla_health,edge_device,3477
5,national,HIPAA_compliant,radiology,2016,public,mayo_clinic,tier1_hospital,1406
6,national,ISO27001,oncology,1953,research_grant,johns_hopkins,tier2_hospital,2765
7,local,FedRAMP,cardiology,1970,public,stanford_med,research_center,1438
8,international,HIPAA_compliant,neurology,1962,private,mass_general,mobile_unit,2575
9,national,ISO27001,pathology,1953,public,ucla_health,edge_device,1921
10,local,ISO27001,radiology,1964,mixed,mayo_clinic,tier1_hospital,1085
11,international,HIPAA_compliant,oncology,2017,mixed,johns_hopkins,tier2_hospital,1813
12,international,ISO27001,cardiology,1974,research_grant,stanford_med,research_center,962
13,local,HIPAA_compliant,neurology,1980,research_grant,mass_general,mobile_unit,590
14,international,FedRAMP,pathology,2013,mixed,ucla_health,edge_device,2643
