node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,FedRAMP,radiology,1993,private,mayo_clinic,tier1_hospital,3950
1,regional,SOC2,oncology,1986,research_grant,johns_hopkins,tier2_hospital,1107
2,international,ISO27001,cardiology,2009,private,stanford_med,research_center,4268
3,national,SOC2,neurology,1999,research_grant,mass_general,mobile_unit,303
4,local,ISO27001,pathology,1953,research_grant,ucla_health,edge_device,2205
5,international,SOC2,radiology,2017,public,mayo_clinic,tier1_hospital,1689
6,international,ISO27001,oncology,1984,public,johns_hopkins,tier2_hospital,4795
7,local,FedRAMP,cardiology,2006,private,stanford_med,research_center,4058
8,regional,ISO27001,neurology,2011,mixed,mass_general,mobile_unit,2140
9,regional,FedRAMP,pathology,2014,public,ucla_health,edge_device,4446
10,regional,FedRAMP,radiology,1988,public,mayo_clinic,tier1_hospital,2422
11,regional,FedRAMP,oncology,1957,private,johns_hopkins,tier2_hospital,1587
12,national,FedRAMP,cardiology,1967,research_grant,stanford_med,research_center,2402
13,international,ISO27001,neurology,2011,mixed,mass_general,mobile_unit,3030
14,international,HIPAA_compliant,pathology,1999,mixed,ucla_health,edge_device,222
