edge,weight
0-1,557.68
0-2,995.03
0-3,4617.14
0-4,2068.9
0-5,80.17
0-6,5207.33
0-7,4885.45
0-8,938.88
0-9,102.51
0-10,115.14
0-11,550.38
0-12,1944.26
0-13,1063.4
0-14,943.52
1-2,401.92
1-3,501.17
1-4,597.88
1-5,481.61
1-6,1875.17
1-7,955.03
1-8,94.65
1-9,1772.14
1-10,100.69
1-11,4360.58
1-12,5034.57
1-13,4818.19
1-14,548.59
2-3,119.91
2-4,412.41
2-5,5503.98
2-6,1786.72
2-7,5094.8
2-8,1800.6
2-9,519.91
2-10,1671.04
2-11,823.09
2-12,110.64
2-13,473.77
2-14,969.31
3-4,106.51
3-5,4061.68
3-6,477.66
3-7,5213.39
3-8,4948.29
3-9,115.04
3-10,1627.34
3-11,821.54
3-12,111.17
3-13,2162.18
3-14,2023.04
4-5,4996.15
4-6,445.23
4-7,112.64
4-8,83.69
4-9,5766.87
4-10,595.68
4-11,538.72
4-12,86.01
4-13,461.99
4-14,106.34
5-6,5197.23
5-7,2034.11
5-8,118.86
5-9,84.42
5-10,1017.94
5-11,1862.6
5-12,412.25
5-13,1956.85
5-14,1002.73
6-7,524.11
6-8,4694.98
6-9,4398.0
6-10,2397.67
6-11,4513.72
6-12,414.36
6-13,2020.47
6-14,425.72
7-8,5300.31
7-9,4935.17
7-10,1047.55
7-11,118.79
7-12,1691.33
7-13,84.97
7-14,867.95
8-9,89.72
8-10,514.53
8-11,1946.84
8-12,830.79
8-13,4031.79
8-14,80.65
9-10,823.82
9-11,84.76
9-12,2010.22
9-13,4322.11
9-14,546.47
10-11,119.29
10-12,90.88
10-13,2305.06
10-14,436.78
11-12,4515.71
11-13,108.96
11-14,964.92
12-13,2067.47
12-14,2093.32
13-14,94.8
