node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,4,512,tier1_hospital,0.962,standard,10000
1,clinic_001,1000,tier_2,32,local,8,64,tier2_hospital,0.902,standard,10000
2,research_center_002,5000,tier_3,256,PIPEDA,8,512,research_center,0.983,standard,50000
3,mobile_unit_003,500,tier_1,8,local,2,16,mobile_unit,0.863,high,2000
4,edge_device_004,50,tier_2,8,HIPAA,0,8,edge_device,0.789,standard,500
5,hospital_005,2000,tier_1,32,PIPEDA,16,512,tier1_hospital,0.99,high,10000
6,clinic_006,1000,tier_2,32,local,4,64,tier2_hospital,0.967,high,10000
7,research_center_007,20000,tier_3,64,PIPEDA,32,512,research_center,0.997,high,50000
8,mobile_unit_008,500,tier_1,16,GDPR,1,16,mobile_unit,0.832,critical,2000
9,edge_device_009,100,tier_2,8,GDPR,0,16,edge_device,0.741,high,1000
10,hospital_010,5000,tier_1,128,GDPR,8,256,tier1_hospital,0.952,standard,20000
11,clinic_011,2000,tier_2,64,GDPR,2,64,tier2_hospital,0.963,critical,20000
12,research_center_012,10000,tier_3,256,GDPR,32,1024,research_center,0.996,high,50000
13,mobile_unit_013,500,tier_1,8,local,2,16,mobile_unit,0.796,standard,5000
14,edge_device_014,50,tier_2,8,HIPAA,1,32,edge_device,0.873,critical,1000
15,hospital_015,2000,tier_1,128,GDPR,16,128,tier1_hospital,0.951,high,50000
16,clinic_016,5000,tier_2,16,local,8,128,tier2_hospital,0.908,standard,20000
17,research_center_017,10000,tier_3,128,PIPEDA,8,1024,research_center,0.983,standard,20000
18,mobile_unit_018,100,tier_1,4,PIPEDA,1,16,mobile_unit,0.773,critical,2000
19,edge_device_019,100,tier_2,2,local,1,16,edge_device,0.732,critical,1000
