node_id,latitude,longitude
0,44.034371,-92.437049
1,39.275804,-76.645569
2,37.410368,-122.130793
3,42.392478,-71.099882
4,34.094055,-118.273719
5,51.459925,-0.084047
6,48.808409,2.369945
7,35.696104,139.665716
8,1.33937,103.838925
9,-33.911498,151.219623
10,43.990316,-92.431896
11,39.261371,-76.641077
12,37.472051,-122.159445
13,42.345129,-71.098089
14,34.097888,-118.206931
15,51.501757,-0.129225
16,48.873704,2.372011
17,35.680903,139.622817
18,1.379095,103.818264
19,-33.884995,151.167378
