node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,1967,research_grant,mayo_clinic,tier1_hospital,737
1,national,FedRAMP,oncology,2019,private,johns_hopkins,tier2_hospital,3736
2,international,SOC2,cardiology,1984,research_grant,stanford_med,research_center,446
3,international,ISO27001,neurology,1991,public,mass_general,mobile_unit,1005
4,regional,SOC2,pathology,2007,public,ucla_health,edge_device,3894
5,national,HIPAA_compliant,radiology,2006,research_grant,mayo_clinic,tier1_hospital,4909
6,international,FedRAMP,oncology,1950,public,johns_hopkins,tier2_hospital,4604
7,international,HIPAA_compliant,cardiology,2020,research_grant,stanford_med,research_center,570
8,international,HIPAA_compliant,neurology,2010,mixed,mass_general,mobile_unit,4413
9,international,FedRAMP,pathology,1994,mixed,ucla_health,edge_device,583
10,international,ISO27001,radiology,1961,public,mayo_clinic,tier1_hospital,3403
11,local,HIPAA_compliant,oncology,1997,private,johns_hopkins,tier2_hospital,382
12,regional,ISO27001,cardiology,2009,private,stanford_med,research_center,1416
13,national,HIPAA_compliant,neurology,2016,mixed,mass_general,mobile_unit,4076
14,regional,FedRAMP,pathology,2007,research_grant,ucla_health,edge_device,1892
15,local,SOC2,radiology,1957,research_grant,mayo_clinic,tier1_hospital,1750
16,regional,SOC2,oncology,1962,research_grant,johns_hopkins,tier2_hospital,1680
17,local,ISO27001,cardiology,2001,private,stanford_med,research_center,2424
18,national,SOC2,neurology,2012,public,mass_general,mobile_unit,3589
19,regional,SOC2,pathology,2017,research_grant,ucla_health,edge_device,4701
