node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,GDPR,4,256,tier1_hospital,0.982,critical,50000
1,clinic_001,5000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.964,critical,10000
2,research_center_002,5000,tier_3,128,GDPR,8,1024,research_center,0.994,critical,50000
3,mobile_unit_003,500,tier_1,16,local,2,32,mobile_unit,0.848,standard,1000
4,edge_device_004,500,tier_2,4,local,1,16,edge_device,0.76,critical,500
5,hospital_005,2000,tier_1,128,GDPR,4,512,tier1_hospital,0.99,critical,10000
6,clinic_006,2000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.938,high,5000
7,research_center_007,5000,tier_3,64,PIPEDA,8,256,research_center,0.993,standard,100000
8,mobile_unit_008,1000,tier_1,4,HIPAA,1,16,mobile_unit,0.872,critical,2000
9,edge_device_009,500,tier_2,8,local,1,16,edge_device,0.719,high,1000
10,hospital_010,5000,tier_1,32,HIPAA,8,512,tier1_hospital,0.962,critical,50000
11,clinic_011,1000,tier_2,64,local,4,64,tier2_hospital,0.918,standard,20000
12,research_center_012,20000,tier_3,64,HIPAA,32,1024,research_center,0.982,high,100000
13,mobile_unit_013,500,tier_1,8,GDPR,1,32,mobile_unit,0.892,high,5000
14,edge_device_014,50,tier_2,4,PIPEDA,0,8,edge_device,0.88,critical,1000
15,hospital_015,2000,tier_1,64,local,4,256,tier1_hospital,0.965,standard,50000
16,clinic_016,5000,tier_2,32,PIPEDA,8,256,tier2_hospital,0.952,standard,10000
17,research_center_017,20000,tier_3,128,local,32,1024,research_center,0.988,critical,100000
18,mobile_unit_018,500,tier_1,4,HIPAA,2,64,mobile_unit,0.761,high,5000
19,edge_device_019,500,tier_2,2,local,0,32,edge_device,0.841,standard,2000
