node_id,latitude,longitude
0,44.009698,-92.517148
1,39.250665,-76.605026
2,37.475828,-122.180245
3,42.331717,-71.099398
4,34.010309,-118.249699
5,51.505118,-0.138486
6,48.811019,2.380557
7,35.701499,139.686422
8,1.387519,103.812876
9,-33.856959,151.190778
10,44.048737,-92.460944
11,39.261315,-76.612107
12,37.455097,-122.164773
13,42.320893,-71.050658
14,34.06024,-118.265619
15,51.498892,-0.16269
16,48.833641,2.382004
17,35.724113,139.629926
18,1.397912,103.810707
19,-33.846779,151.216549
