node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,8,512,tier1_hospital,0.993,critical,20000
1,clinic_001,5000,tier_2,32,GDPR,4,64,tier2_hospital,0.933,critical,5000
2,research_center_002,10000,tier_3,64,GDPR,32,1024,research_center,0.991,critical,100000
3,mobile_unit_003,1000,tier_1,4,GDPR,1,64,mobile_unit,0.838,critical,1000
4,edge_device_004,50,tier_2,8,local,0,16,edge_device,0.754,standard,2000
5,hospital_005,5000,tier_1,128,PIPEDA,16,256,tier1_hospital,0.994,standard,20000
6,clinic_006,5000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.974,critical,5000
7,research_center_007,5000,tier_3,64,local,32,512,research_center,0.991,critical,50000
8,mobile_unit_008,500,tier_1,16,local,2,32,mobile_unit,0.841,standard,1000
9,edge_device_009,50,tier_2,2,local,0,16,edge_device,0.83,critical,2000
